team,pos,player,source
Germany,DF,THIAW Malick Malick THIAW THIAW,fifa
Germany,MF,OUEDRAOGO Assan Forzan Assan OUÉDRAOGO OUÉDRAOGO,fifa
Germany,FW,UNDAV Deniz Deniz UNDAV UNDAV,fifa
Ghana,GK,ZIGI Lawrence Ati Lawrence Ati ZIGI ZIGI,fifa
Ghana,DF,SEIDU Alidu Alidu SEIDU SEIDU,fifa
Ghana,MF,YIRENKYI Caleb Caleb Marfo YIRENKYI CALEB,fifa
Ghana,DF,ADJETEY Jonas Jonas Adjei ADJETEY ADJETEY,fifa
Ghana,MF,PARTEY Thomas Thomas Teye PARTEY THOMAS,fifa
Ghana,DF,MUMIN Abdul Abdul Mumin SULEMAN SULEMAN,fifa
Ghana,FW,FATAWU Abdul Abdul Fatawu ISSAHAKU FATAWU,fifa
Ghana,MF,SIBO Kwasi Kwasi SIBO SIBO,fifa
Ghana,FW,AYEW Jordan Jordan Pierre AYEW AYEW,fifa
Ghana,FW,THOMAS-ASANTE Brandon Solomon Brandon Michael Clarke THOMAS-ASANTE ASANTE,fifa
Ghana,MF,SEMENYO Antoine Antoine Serlom SEMENYO SEMENYO,fifa
Ghana,GK,ANANG Joseph Joseph Tetteh ANANG ANANG,fifa
Ghana,FW,BAAH Christopher Bonsu Christopher Bonsu BAAH BAAH,fifa
Ghana,DF,MENSAH Gideon Gideon MENSAH MENSAH,fifa
Ghana,MF,OWUSU Elisha Elisha OWUSU OWUSU,fifa
Ghana,GK,ASARE Benjamin Benjamin ASARE ASARE,fifa
Ghana,DF,RAHMAN Baba Abdul Rahaman BABA BABA,fifa
Ghana,DF,OPOKU Jerome Jerome OPOKU OPOKU,fifa
Ghana,FW,WILLIAMS Inaki Inaki WILLIAMS ARTHUER WILLIAMS,fifa
Ghana,MF,BOAKYE Augustine Augustine BOAKYE BOAKYE,fifa
Ghana,DF,OPPONG Kojo Peprah Kojo Peprah OPPONG PEPRAH,fifa
Ghana,FW,SULEMANA Kamaldeen Kamal Deen SULEMANA KAMALDEEN,fifa
Ghana,DF,LUCKASSEN Derrick Derrick LUCKASSEN LUCKASSEN,fifa
Ghana,FW,NUAMAH Ernest Ernest Nuamah APPIAH NUAMAH,fifa
Ghana,FW,ADU Prince Prince Kwabena ADU ADU,fifa
Ghana,DF,SENAYA Marvin Marvin Elom SENAYA SENEYA,fifa
Haiti,GK,PLACIDE Johny Johny PLACIDE PLACIDE,fifa
Haiti,DF,ARCUS Carlens Carlens Jean Fedlaire Ruby ARCUS ARCUS,fifa
Haiti,DF,THERMONCY Keeto Keeto THERMONCY THERMONCY,fifa
Haiti,DF,ADE Ricardo Ricardo ADE ADE,fifa
Haiti,DF,DELCROIX Hannes Hannes Piterson D DELCROIX DELCROIX,fifa
Haiti,MF,SAINTE Carl Carl Fred SAINTE SAINTE,fifa
Haiti,FW,ETIENNE Derrick Derrick Burckley ETIENNE JR ETIENNE JR,fifa
Haiti,DF,EXPERIENCE Martin Martin Yves Roberns Didier EXPERIENCE EXPERIENCE,fifa
Haiti,FW,NAZON Duckens Duckens NAZON NAZON,fifa
Haiti,MF,BELLEGARDE Jean-Ricner Jean Ricner BELLEGARDE BELLEGARDE,fifa
Haiti,FW,DEEDSON Louicius Don Deedson LOUICIUS DEEDSON,fifa
Haiti,GK,PIERRE Alexandre Alexandre Jr PIERRE A. PIERRE,fifa
Haiti,DF,LACROIX Markhus Markhus LACROIX LACROIX,fifa
Haiti,MF,PIERRE Leverton Leverton PIERRE L. PIERRE,fifa
Haiti,FW,PROVIDENCE Ruben Ruben Fritzner PROVIDENCE PROVIDENCE,fifa
Haiti,FW,JOSEPH Lenny Lenny Alvin Pico JOSEPH JOSEPH,fifa
Haiti,MF,JEAN JACQUES Danley Danley JEAN JACQUES JEAN JACQUES,fifa
Haiti,FW,ISIDOR Wilson Wilson ISIDOR ISIDOR,fifa
Haiti,FW,FORTUNE Yassin Yassin Enzo FORTUNE FORTUNE,fifa
Haiti,FW,PIERROT Frantzdy Frantzdy PIERROT PIERROT,fifa
Haiti,FW,CASIMIR Josue Josue Jeremie CASIMIR CASIMIR,fifa
Haiti,DF,DUVERNE Jean-Kevin Jean-Kévin DUVERNE DUVERNE,fifa
Haiti,GK,DUVERGER Josue Josue DUVERGER DUVERGER,fifa
Haiti,DF,PAUGAIN Wilguens Wilguens Raphael Polynice PAUGAIN PAUGIN,fifa
Haiti,MF,SIMON Dominique Dominique Celidor SIMON SIMON,fifa
Haiti,MF,PIERRE Woodensky Olivier Woodensky PIERRE W. PIERRE,fifa
Iran,GK,Alireza Beiranvand,wiki
Iran,DF,Saleh Hardani,wiki
Iran,DF,Ehsan Hajsafi,wiki
Iran,DF,Shojae Khalilzadeh,wiki
Iran,DF,Milad Mohammadi,wiki
Iran,MF,Saeid Ezatolahi,wiki
Iran,MF,Alireza Jahanbakhsh,wiki
Iran,MF,Mohammad Mohebi,wiki
Iran,FW,Mehdi Taremi,wiki
Iran,FW,Mehdi Ghayedi,wiki
Iran,FW,Ali Alipour,wiki
Iran,GK,Payam Niazmand,wiki
Iran,DF,Hossein Kanaanizadegan,wiki
Iran,MF,Saman Ghoddos,wiki
Iran,MF,Rouzbeh Cheshmi,wiki
Iran,MF,Mehdi Torabi,wiki
Iran,DF,Aria Yousefi,wiki
Iran,FW,Amirhossein Hosseinzadeh,wiki
Iran,DF,Ali Nemati,wiki
Iran,FW,Shahriyar Moghanlou,wiki
Iran,MF,Mohammad Ghorbani,wiki
Iran,GK,Hossein Hosseini,wiki
Iran,DF,Ramin Rezaeian,wiki
Iran,FW,Dennis Eckert,wiki
Iran,DF,Danial Eiri,wiki
Iran,MF,Amirmohammad Razzaghinia,wiki
Iraq,GK,Fahad Talib,wiki
Iraq,DF,Rebin Sulaka,wiki
Iraq,DF,Hussein Ali,wiki
Iraq,DF,Zaid Tahseen,wiki
Iraq,DF,Akam Hashim,wiki
Iraq,DF,Manaf Younis,wiki
Iraq,MF,Youssef Amyn,wiki
Iraq,MF,Ibrahim Bayesh,wiki
Iraq,FW,Ali Al-Hamadi,wiki
Iraq,FW,Mohanad Ali,wiki
Iraq,FW,Ahmed Qasem,wiki
Iraq,GK,Jalal Hassan,wiki
Iraq,FW,Ali Yousif,wiki
Iraq,MF,Zidane Iqbal,wiki
Iraq,DF,Ahmed Maknzi,wiki
Iraq,MF,Amir Al-Ammari,wiki
Iraq,FW,Ali Jasim,wiki
Iraq,FW,Aymen Hussein,wiki
Iraq,MF,Kevin Yakob,wiki
Iraq,MF,Aimar Sher,wiki
Iraq,FW,Marko Farji,wiki
Iraq,GK,Ahmed Basil,wiki
Iraq,DF,Merchas Doski,wiki
Iraq,MF,Zaid Ismail,wiki
Iraq,DF,Mustafa Saadoon,wiki
Iraq,DF,Frans Putros,wiki
Ivory Coast,GK,FOFANA Yahia Yahia FOFANA Y. FOFANA,fifa
Ivory Coast,DF,DIOMANDE Ousmane Ousmane DIOMANDE O. DIOMANDE,fifa
Ivory Coast,DF,KONAN Ghislain N'clomande Ghislain KONAN G. KONAN,fifa
Ivory Coast,MF,SERI Jean Michael Jean Michael SERI SERI,fifa
Ivory Coast,DF,SINGO Wilfried Wilfried Stephane SINGO SINGO,fifa
Ivory Coast,MF,FOFANA Seko Seko Mohamed FOFANA FOFANA,fifa
Ivory Coast,DF,KOSSOUNOU Odilon Kouakou Odilon Dorgeless KOSSOUNOU KOSSOUNOU,fifa
Ivory Coast,MF,KESSIE Franck Franck Yannick KESSIE KESSIE,fifa
Ivory Coast,FW,BONNY Ange-Yoan Ange-Yoan Laurent BONNY BONNY,fifa
Ivory Coast,FW,ADINGRA Simon Simon ADINGRA ADINGRA,fifa
Ivory Coast,FW,DIOMANDE Yan Yan DIOMANDE YAN DIOMANDE,fifa
Ivory Coast,FW,WAHI Elye Sepe Elye Delmas WAHI WAHI,fifa
Ivory Coast,DF,OPERI Christopher Christopher Tea Domoraud OPERI OPERI,fifa
Ivory Coast,FW,DIAKITE Oumar Oumar DIAKITE DIAKITE,fifa
Ivory Coast,FW,DIALLO Amad Amad DIALLO AMAD,fifa
Ivory Coast,GK,KONE Mohamed Mohamed KONE KONE,fifa
Ivory Coast,DF,DOUE Guela Guela Maho-Lewis DOUE G. DOUE,fifa
Ivory Coast,MF,SANGARE Ibrahim Ibrahim SANGARE SANGARE,fifa
Ivory Coast,FW,PEPE Nicolas Nicolas PEPE PEPE,fifa
Ivory Coast,DF,AGBADOU Emmanuel Badobre Emmanuel Elysee Djedje AGBADOU AGBADOU,fifa
Ivory Coast,DF,NDICKA Evan Obite Evan NDICKA NDICKA,fifa
Ivory Coast,FW,GUESSAND Evann Evann Ludovic Vidjannagni GUESSAND GUESSAND,fifa
Ivory Coast,GK,LAFONT Alban Alban-Marc LAFONT LAFONT,fifa
Ivory Coast,FW,TOURE Bazoumana Bazoumana TOURE TOURE,fifa
Ivory Coast,MF,GUIAGON Parfait Parfait GUIAGON GUIAGON,fifa
Ivory Coast,MF,OULAI Christ Inao Christ Ravynel Inao OULAI INAO,fifa
Japan,GK,Zion Suzuki,wiki
Japan,DF,Yukinari Sugawara,wiki
Japan,DF,Shōgo Taniguchi,wiki
Japan,DF,Kō Itakura,wiki
Japan,DF,Yūto Nagatomo,wiki
Japan,MF,Shuto Machino,manual
Japan,MF,Ao Tanaka,wiki
Japan,MF,Takefusa Kubo,wiki
Japan,FW,Keisuke Gotō,wiki
Japan,MF,Ritsu Dōan,wiki
Japan,FW,Daizen Maeda,wiki
Japan,GK,Keisuke Ōsako,wiki
Japan,MF,Keito Nakamura,wiki
Japan,MF,Junya Itō,wiki
Japan,MF,Daichi Kamada,wiki
Japan,DF,Tsuyoshi Watanabe,wiki
Japan,FW,Yuito Suzuki,wiki
Japan,FW,Ayase Ueda,wiki
Japan,FW,Kōki Ogawa,wiki
Japan,DF,Ayumu Seko,wiki
Japan,DF,Hiroki Itō,wiki
Japan,DF,Takehiro Tomiyasu,wiki
Japan,GK,Tomoki Hayakawa,wiki
Japan,MF,Kaishū Sano,wiki
Japan,DF,Junnosuke Suzuki,wiki
Japan,FW,Kento Shiogai,wiki
Jordan,GK,Yazeed Abulaila,wiki
Jordan,DF,Mohammad Abu Hashish,wiki
Jordan,DF,Abdallah Nasib,wiki
Jordan,DF,Husam Abu Dahab,wiki
Jordan,DF,Yazan Al-Arab,wiki
Jordan,MF,Amer Jamous,wiki
Jordan,FW,Mohammad Abu Zrayq,wiki
Jordan,MF,Noor Al-Rawabdeh,wiki
Jordan,FW,Ali Olwan,wiki
Jordan,FW,Musa Al-Taamari,wiki
Jordan,FW,Odeh Al-Fakhouri,wiki
Jordan,GK,Nour Bani Attiah,wiki
Jordan,FW,Mahmoud Al-Mardi,wiki
Jordan,MF,Rajaei Ayed,wiki
Jordan,MF,Ibrahim Sadeh,wiki
Jordan,DF,Mo Abualnadi,wiki
Jordan,DF,Salim Obaid,wiki
Jordan,MF,Mohammad Taha,wiki
Jordan,DF,Saed Al-Rosan,wiki
Jordan,MF,Mohannad Abu Taha,wiki
Jordan,MF,Nizar Al-Rashdan,wiki
Jordan,GK,Abdallah Al-Fakhouri,wiki
Jordan,DF,Ihsan Haddad,wiki
Jordan,FW,Ali Azaizeh,wiki
Jordan,MF,Mohammad Al-Dawoud,wiki
Jordan,DF,Anas Badawi,wiki
Mexico,GK,Guillermo Ochoa,wiki
Mexico,GK,Raúl Rangel,wiki
Mexico,GK,Carlos Acevedo,wiki
Mexico,DF,Jesús Gallardo,wiki
Mexico,DF,César Montes,wiki
Mexico,DF,Jorge Sánchez,wiki
Mexico,DF,Johan Vásquez,wiki
Mexico,DF,Israel Reyes,wiki
Mexico,DF,Mateo Chávez,wiki
Mexico,MF,Edson Álvarez,wiki
Mexico,MF,Orbelín Pineda,wiki
Mexico,MF,Roberto Alvarado,wiki
Mexico,MF,Luis Romo,wiki
Mexico,MF,Luis Chávez,wiki
Mexico,MF,Érik Lira,wiki
Mexico,MF,Gilberto Mora,wiki
Mexico,MF,Brian Gutiérrez,wiki
Mexico,MF,Obed Vargas,wiki
Mexico,MF,Álvaro Fidalgo,wiki
Mexico,FW,Raúl Jiménez,wiki
Mexico,FW,Alexis Vega,wiki
Mexico,FW,Santiago Giménez,wiki
Mexico,FW,César Huerta,wiki
Mexico,FW,Julián Quiñones,wiki
Mexico,FW,Guillermo Martínez,wiki
Mexico,FW,Armando González,wiki
Morocco,GK,Yassine Bounou,wiki
Morocco,GK,Munir Mohamedi,wiki
Morocco,GK,Ahmed Reda Tagnaouti,wiki
Morocco,DF,Achraf Hakimi,wiki
Morocco,DF,Marwane Saadane,manual
Morocco,DF,Noussair Mazraoui,wiki
Morocco,DF,Youssef Belammari,wiki
Morocco,DF,Anass Salah-Eddine,wiki
Morocco,DF,Chadi Riad,wiki
Morocco,DF,Issa Diop,wiki
Morocco,DF,Zakaria El Ouahdi,wiki
Morocco,DF,Redouane Halhal,wiki
Morocco,MF,Sofyan Amrabat,wiki
Morocco,MF,Azzedine Ounahi,wiki
Morocco,MF,Bilal El Khannouss,wiki
Morocco,MF,Ismael Saibari,wiki
Morocco,MF,Neil El Aynaoui,wiki
Morocco,MF,Samir El Mourabet,wiki
Morocco,MF,Ayyoub Bouaddi,wiki
Morocco,FW,Ayoub El Kaabi,wiki
Morocco,FW,Soufiane Rahimi,wiki
Morocco,FW,Amine Sbai,manual
Morocco,FW,Brahim Díaz,wiki
Morocco,FW,Chemsdine Talbi,wiki
Morocco,FW,Gessime Yassine,wiki
Morocco,FW,Ayoube Amaimouni,wiki
Netherlands,GK,Bart Verbruggen,wiki
Netherlands,GK,Mark Flekken,wiki
Netherlands,GK,Robin Roefs,wiki
Netherlands,DF,Virgil van Dijk,wiki
Netherlands,DF,Denzel Dumfries,wiki
Netherlands,DF,Nathan Aké,wiki
Netherlands,DF,Lutsharel Geertruida,manual
Netherlands,DF,Micky van de Ven,wiki
Netherlands,DF,Mats Wieffer,wiki
Netherlands,DF,Jan Paul van Hecke,wiki
Netherlands,DF,Jorrel Hato,wiki
Netherlands,MF,Frenkie de Jong,wiki
Netherlands,MF,Marten de Roon,wiki
Netherlands,MF,Tijjani Reijnders,wiki
Netherlands,MF,Teun Koopmeiners,wiki
Netherlands,MF,Ryan Gravenberch,wiki
Netherlands,MF,Justin Kluivert,wiki
Netherlands,MF,Quinten Timber,wiki
Netherlands,MF,Guus Til,wiki
Netherlands,FW,Memphis Depay,wiki
Netherlands,FW,Wout Weghorst,wiki
Netherlands,FW,Donyell Malen,wiki
Netherlands,FW,Cody Gakpo,wiki
Netherlands,FW,Noa Lang,wiki
Netherlands,FW,Brian Brobbey,wiki
Netherlands,FW,Crysencio Summerville,wiki
New Zealand,GK,Max Crocombe,wiki
New Zealand,DF,Tim Payne,wiki
New Zealand,DF,Francis de Vries,wiki
New Zealand,DF,Tyler Bindon,wiki
New Zealand,DF,Michael Boxall,wiki
New Zealand,MF,Joe Bell,wiki
New Zealand,MF,Matthew Garbett,wiki
New Zealand,MF,Marko Stamenić,wiki
New Zealand,FW,Chris Wood,wiki
New Zealand,MF,Sarpreet Singh,wiki
New Zealand,MF,Elijah Just,wiki
New Zealand,GK,Alex Paulsen,wiki
New Zealand,DF,Liberato Cacace,wiki
New Zealand,MF,Alex Rufer,wiki
New Zealand,DF,Nando Pijnaker,wiki
New Zealand,DF,Finn Surman,wiki
New Zealand,FW,Kosta Barbarouses,wiki
New Zealand,FW,Ben Waine,wiki
New Zealand,MF,Ben Old,wiki
New Zealand,MF,Callum McCowatt,wiki
New Zealand,FW,Jesse Randall,wiki
New Zealand,GK,Michael Woud,wiki
New Zealand,MF,Ryan Thomas,wiki
New Zealand,DF,Callan Elliot,wiki
New Zealand,MF,Lachlan Bayliss,wiki
New Zealand,DF,Tommy Smith,wiki
Norway,GK,Ørjan Nyland,wiki
Norway,MF,Morten Thorsby,wiki
Norway,DF,Kristoffer Ajer,wiki
Norway,DF,Leo Østigård,wiki
Norway,DF,David Møller Wolfe,wiki
Norway,MF,Patrick Berg,wiki
Norway,FW,Alexander Sørloth,wiki
Norway,MF,Sander Berge,wiki
Norway,FW,Erling Haaland,wiki
Norway,MF,Martin Ødegaard,wiki
Norway,FW,Jørgen Strand Larsen,wiki
Norway,GK,Sander Tangvik,wiki
Norway,GK,Egil Selvik,wiki
Norway,MF,Fredrik Aursnes,wiki
Norway,DF,Fredrik André Bjørkan,wiki
Norway,DF,Marcus Holmgren Pedersen,wiki
Norway,DF,Torbjørn Heggem,wiki
Norway,MF,Kristian Thorstvedt,wiki
Norway,MF,Thelo Aasgaard,wiki
Norway,MF,Antonio Nusa,wiki
Norway,MF,Andreas Schjelderup,wiki
Norway,MF,Oscar Bobb,wiki
Norway,MF,Jens Petter Hauge,wiki
Norway,DF,Sondre Langås,wiki
Norway,DF,Henrik Falchener,wiki
Norway,DF,Julian Ryerson,wiki
Panama,GK,Luis Mejía,wiki
Panama,DF,César Blackman,wiki
Panama,DF,José Córdoba,wiki
Panama,DF,Fidel Escobar,wiki
Panama,DF,Edgardo Fariña,wiki
Panama,MF,Cristian Martínez,wiki
Panama,MF,José Luis Rodríguez,wiki
Panama,MF,Adalberto Carrasquilla,wiki
Panama,FW,Tomás Rodríguez,wiki
Panama,MF,Ismael Díaz,wiki
Panama,MF,Yoel Bárcenas,wiki
Panama,GK,César Samudio,wiki
Panama,DF,Jiovany Ramos,wiki
Panama,DF,Carlos Harvey,wiki
Panama,DF,Eric Davis,wiki
Panama,DF,Andrés Andrade,wiki
Panama,FW,José Fajardo,wiki
Panama,FW,Cecilio Waterman,wiki
Panama,MF,Alberto Quintero,wiki
Panama,MF,Aníbal Godoy,wiki
Panama,MF,César Yanis,wiki
Panama,GK,Orlando Mosquera,wiki
Panama,DF,Michael Amir Murillo,wiki
Panama,FW,Azarias Londoño,wiki
Panama,DF,Roderick Miller,wiki
Panama,DF,Jorge Gutiérrez,wiki
Paraguay,GK,Gatito Fernández,wiki
Paraguay,GK,Orlando Gill,wiki
Paraguay,GK,Gastón Olveira,wiki
Paraguay,DF,Gustavo Gómez,wiki
Paraguay,DF,Júnior Alonso,wiki
Paraguay,DF,Fabián Balbuena,wiki
Paraguay,DF,Omar Alderete,wiki
Paraguay,DF,Juan José Cáceres,wiki
Paraguay,DF,Gustavo Velázquez,wiki
Paraguay,DF,José Canale,wiki
Paraguay,DF,Alexandro Maidana,wiki
Paraguay,MF,Miguel Almirón,wiki
Paraguay,MF,Kaku,wiki
Paraguay,MF,Andrés Cubas,wiki
Paraguay,MF,Ramón Sosa,wiki
Paraguay,MF,Diego Gómez,wiki
Paraguay,MF,Damián Bobadilla,wiki
Paraguay,MF,Braian Ojeda,wiki
Paraguay,MF,Matías Galarza,wiki
Paraguay,MF,Maurício,wiki
Paraguay,FW,Antonio Sanabria,wiki
Paraguay,FW,Julio Enciso,wiki
Paraguay,FW,Gabriel Ávalos,wiki
Paraguay,FW,Álex Arce,wiki
Paraguay,FW,Isidro Pitta,wiki
Paraguay,FW,Gustavo Caballero,wiki
Portugal,GK,Diogo Costa,wiki
Portugal,DF,Nélson Semedo,wiki
Portugal,DF,Rúben Dias,wiki
Portugal,DF,Tomás Araújo,wiki
Portugal,DF,Diogo Dalot,wiki
Portugal,MF,Matheus Nunes,wiki
Portugal,FW,Cristiano Ronaldo,wiki
Portugal,MF,Bruno Fernandes,wiki
Portugal,FW,Gonçalo Ramos,wiki
Portugal,MF,Bernardo Silva,wiki
Portugal,FW,João Félix,wiki
Portugal,GK,José Sá,wiki
Portugal,DF,Renato Veiga,wiki
Portugal,DF,Gonçalo Inácio,wiki
Portugal,MF,João Neves,wiki
Portugal,FW,Francisco Trincão,wiki
Portugal,FW,Rafael Leão,wiki
Portugal,FW,Pedro Neto,wiki
Portugal,FW,Gonçalo Guedes,wiki
Portugal,DF,João Cancelo,wiki
Portugal,MF,Rúben Neves,wiki
Portugal,GK,Rui Silva,wiki
Portugal,MF,Vitinha,wiki
Portugal,DF,Samú Costa,wiki
Portugal,DF,Nuno Mendes,wiki
Portugal,FW,Francisco Conceição,wiki
Qatar,GK,Mahmud Abunada,wiki
Qatar,DF,Pedro Miguel,wiki
Qatar,DF,Lucas Mendes,wiki
Qatar,DF,Issa Laye,wiki
Qatar,MF,Jassem Gaber,wiki
Qatar,MF,Abdulaziz Hatem,wiki
Qatar,FW,Ahmed Alaaeldin,wiki
Qatar,FW,Edmilson Junior,wiki
Qatar,FW,Mohammed Muntari,wiki
Qatar,FW,Hassan Al-Haydos,wiki
Qatar,FW,Akram Afif,wiki
Qatar,MF,Karim Boudiaf,wiki
Qatar,DF,Ayoub Al-Oui,wiki
Qatar,DF,Homam Ahmed,wiki
Qatar,FW,Yusuf Abdurisag,wiki
Qatar,DF,Boualem Khoukhi,wiki
Qatar,FW,Ahmed Al-Ganehi,wiki
Qatar,DF,Sultan Al-Brake,wiki
Qatar,FW,Almoez Ali,wiki
Qatar,MF,Ahmed Fathy,wiki
Qatar,GK,Salah Zakaria,wiki
Qatar,GK,Meshaal Barsham,wiki
Qatar,MF,Assim Madibo,wiki
Qatar,FW,Tahsin Jamshid,wiki
Qatar,DF,Al-Hashmi Al-Hussain,wiki
Qatar,MF,Mohamed Al-Mannai,wiki
Saudi Arabia,GK,Nawaf Al-Aqidi,wiki
Saudi Arabia,DF,Ali Majrashi,wiki
Saudi Arabia,DF,Ali Lajami,wiki
Saudi Arabia,DF,Abdulelah Al-Amri,wiki
Saudi Arabia,DF,Hassan Al-Tambakti,wiki
Saudi Arabia,MF,Nasser Al-Dawsari,wiki
Saudi Arabia,MF,Musab Al-Juwayr,wiki
Saudi Arabia,FW,Ayman Yahya,wiki
Saudi Arabia,FW,Firas Al-Buraikan,wiki
Saudi Arabia,FW,Salem Al-Dawsari,wiki
Saudi Arabia,FW,Saleh Al-Shehri,wiki
Saudi Arabia,DF,Saud Abdulhamid,wiki
Saudi Arabia,DF,Nawaf Boushal,wiki
Saudi Arabia,DF,Hassan Kadesh,wiki
Saudi Arabia,MF,Abdullah Al-Khaibari,wiki
Saudi Arabia,MF,Ziyad Al-Johani,wiki
Saudi Arabia,FW,Khalid Al-Ghannam,wiki
Saudi Arabia,MF,Alaa Al-Hejji,wiki
Saudi Arabia,FW,Abdullah Al-Hamdan,wiki
Saudi Arabia,FW,Sultan Mandash,wiki
Saudi Arabia,GK,Mohammed Al-Owais,wiki
Saudi Arabia,GK,Ahmed Al-Kassar,wiki
Saudi Arabia,MF,Mohamed Kanno,wiki
Saudi Arabia,DF,Moteb Al-Harbi,wiki
Saudi Arabia,DF,Jehad Thakri,wiki
Saudi Arabia,DF,Mohammed Abu Al-Shamat,wiki
Scotland,GK,Craig Gordon,wiki
Scotland,GK,Angus Gunn,wiki
Scotland,GK,Liam Kelly,wiki
Scotland,DF,Andy Robertson,wiki
Scotland,DF,Grant Hanley,wiki
Scotland,DF,Kieran Tierney,wiki
Scotland,DF,Scott McKenna,wiki
Scotland,DF,Jack Hendry,wiki
Scotland,DF,Nathan Patterson,wiki
Scotland,DF,Anthony Ralston,wiki
Scotland,DF,John Souttar,wiki
Scotland,DF,Aaron Hickey,wiki
Scotland,DF,Dominic Hyam,wiki
Scotland,MF,John McGinn,wiki
Scotland,MF,Scott McTominay,wiki
Scotland,MF,Ryan Christie,wiki
Scotland,MF,Kenny McLean,wiki
Scotland,MF,Lewis Ferguson,wiki
Scotland,MF,Ben Gannon-Doak,wiki
Scotland,MF,Findlay Curtis,wiki
Scotland,MF,Tyler Fletcher,wiki
Scotland,FW,Lyndon Dykes,wiki
Scotland,FW,Ché Adams,wiki
Scotland,FW,Lawrence Shankland,wiki
Scotland,FW,George Hirst,wiki
Scotland,FW,Ross Stewart,wiki
Senegal,GK,Yehvann Diouf,wiki
Senegal,DF,Mamadou Sarr,wiki
Senegal,DF,Kalidou Koulibaly,wiki
Senegal,DF,Abdoulaye Seck,wiki
Senegal,MF,Idrissa Gueye,wiki
Senegal,MF,Pathé Ciss,wiki
Senegal,FW,Assane Diao,wiki
Senegal,MF,Lamine Camara,wiki
Senegal,FW,Bamba Dieng,wiki
Senegal,FW,Sadio Mané,wiki
Senegal,FW,Nicolas Jackson,wiki
Senegal,FW,Cherif Ndiaye,wiki
Senegal,FW,Iliman Ndiaye,wiki
Senegal,DF,Ismail Jakobs,wiki
Senegal,DF,Krépin Diatta,wiki
Senegal,GK,Édouard Mendy,wiki
Senegal,MF,Pape Matar Sarr,wiki
Senegal,FW,Ismaïla Sarr,wiki
Senegal,DF,Moussa Niakhaté,wiki
Senegal,FW,Ibrahim Mbaye,wiki
Senegal,MF,Habib Diarra,wiki
Senegal,MF,Bara Sapoko Ndiaye,wiki
Senegal,GK,Mory Diaw,wiki
Senegal,DF,Antoine Mendy,wiki
Senegal,DF,El Hadji Malick Diouf,wiki
Senegal,MF,Pape Gueye,wiki
South Africa,GK,Ronwen Williams,wiki
South Africa,GK,Ricardo Goss,wiki
South Africa,GK,Sipho Chaine,wiki
South Africa,DF,Aubrey Modiba,wiki
South Africa,DF,Khuliso Mudau,wiki
South Africa,DF,Nkosinathi Sibisi,wiki
South Africa,DF,Mbekezeli Mbokazi,wiki
South Africa,DF,Ime Okon,wiki
South Africa,DF,Samukele Kabini,wiki
South Africa,DF,Khulumani Ndamane,wiki
South Africa,DF,Thabang Matuludi,wiki
South Africa,DF,Kamogelo Sebelebele,wiki
South Africa,DF,Bradley Cross,wiki
South Africa,DF,Olwethu Makhanya,wiki
South Africa,MF,Teboho Mokoena,wiki
South Africa,MF,Sphephelo Sithole,wiki
South Africa,MF,Thalente Mbatha,wiki
South Africa,MF,Jayden Adams,wiki
South Africa,FW,Themba Zwane,wiki
South Africa,FW,Lyle Foster,wiki
South Africa,FW,Evidence Makgopa,wiki
South Africa,FW,Oswin Appollis,wiki
South Africa,FW,Iqraam Rayners,wiki
South Africa,FW,Relebohile Mofokeng,wiki
South Africa,FW,Thapelo Maseko,wiki
South Africa,FW,Tshepang Moremi,wiki
South Korea,GK,Kim Seung-gyu,wiki
South Korea,GK,Jo Hyeon-woo,wiki
South Korea,GK,Song Bum-keun,wiki
South Korea,DF,Kim Min-jae,wiki
South Korea,DF,Kim Moon-hwan,wiki
South Korea,DF,Seol Young-woo,wiki
South Korea,DF,Lee Tae-seok,wiki
South Korea,DF,Park Jin-seob,wiki
South Korea,DF,Kim Tae-hyeon,wiki
South Korea,DF,Lee Han-beom,wiki
South Korea,DF,Jens Castrop,wiki
South Korea,DF,Lee Ki-hyuk,wiki
South Korea,DF,Cho Wi-je,wiki
South Korea,MF,Lee Jae-sung,wiki
South Korea,MF,Hwang Hee-chan,wiki
South Korea,MF,Hwang In-beom,wiki
South Korea,MF,Lee Kang-in,wiki
South Korea,MF,Paik Seung-ho,wiki
South Korea,MF,Kim Jin-gyu,wiki
South Korea,MF,Lee Dong-gyeong,wiki
South Korea,MF,Bae Jun-ho,wiki
South Korea,MF,Eom Ji-sung,wiki
South Korea,MF,Yang Hyun-jun,wiki
South Korea,FW,Son Heung-min,wiki
South Korea,FW,Cho Gue-sung,wiki
South Korea,FW,Oh Hyeon-gyu,wiki
Spain,GK,David Raya,wiki
Spain,DF,Marc Pubill,wiki
Spain,DF,Álex Grimaldo,wiki
Spain,DF,Eric García,wiki
Spain,DF,Marcos Llorente,wiki
Spain,MF,Mikel Merino,wiki
Spain,FW,Ferran Torres,wiki
Spain,MF,Fabián Ruiz,wiki
Spain,MF,Gavi,wiki
Spain,FW,Dani Olmo,wiki
Spain,FW,Yéremy Pino,wiki
Spain,DF,Pedro Porro,wiki
Spain,GK,Joan Garcia,wiki
Spain,DF,Aymeric Laporte,wiki
Spain,MF,Álex Baena,wiki
Spain,MF,Rodri,wiki
Spain,FW,Nico Williams,wiki
