venue_id,name,city,country,country_code,latitude,longitude,timezone,tz_source,capacity
420,Strandvallen,Hallevik,Sweden,SE,56.011956,14.716251,Europe/Stockholm,coordinates,6500
427,Strawberry Arena,Solna,Sweden,SE,59.3725,18.002778,Europe/Stockholm,coordinates,50000
426,Studenternas IP,Uppsala,Sweden,SE,59.84958,17.645303,Europe/Stockholm,coordinates,11167
387,Arena Z’dezele,Celje,Slovenia,SI,,,Europe/Ljubljana,country,13059
794,Ljudski vrt,Maribor,Slovenia,SI,46.563549,15.641161,Europe/Ljubljana,coordinates,12702
370,Stozice Stadium,Ljubljana,Slovenia,SI,,,Europe/Ljubljana,country,16038
399,Štadión Antona Malatinského,Trnava,Slovakia,SK,,,Europe/Bratislava,country,19200
354,Tehelne Pole Stadion,Bratislava,Slovakia,SK,48.163558,17.136856,Europe/Bratislava,coordinates,22500
496,Stade Demba Diop,Dakar,Senegal,SN,,,,,30000
443,Stade Me Abdoulaye Wade,Diamniadio,Senegal,SN,,,,,50000
433,Stade Hammadi Agrebi,Rades,Tunisia,TN,,,,,65000
479,Stade Mustapha Ben Jannet,Monastir,Tunisia,TN,,,,,20000
1209,21 Kasım Stadium,Mardin,Türkiye,TR,,,Europe/Istanbul,country,6000
182,Antalya Stadium,Antalya,Türkiye,TR,36.888608,30.668772,Europe/Istanbul,coordinates,32537
188,Atatürk Olympic Stadium,Istanbul,Türkiye,TR,41.074471,28.765703,Europe/Istanbul,coordinates,77563
184,Bahcesehir Okullari Stadium,Alanya,Türkiye,TR,36.56266,32.079047,Europe/Istanbul,coordinates,10128
189,Basaksehir Fatih Terim Stadium,Istanbul,Türkiye,TR,41.122784,28.808701,Europe/Istanbul,coordinates,17156
810,Bodrum Ilce Stadi,Bodrum,Türkiye,TR,,,Europe/Istanbul,country,5000
185,Çaykur Didi Stadyumu,Rize,Türkiye,TR,41.042017,40.573308,Europe/Istanbul,coordinates,15558
132,Chobani Stadium,Istanbul,Türkiye,TR,40.987778,29.036667,Europe/Istanbul,coordinates,50530
806,Denizli Ataturk Stadium,Denizli,Türkiye,TR,,,Europe/Istanbul,country,18745
181,Eryaman Stadyumu,Ankara,Türkiye,TR,39.980139,32.613861,Europe/Istanbul,coordinates,20560
807,Esenyurt Necmi Kadioglu Stadi,Esenyurt,Türkiye,TR,,,Europe/Istanbul,country,7500
1159,Eyüp Stadium,Istanbul,Türkiye,TR,41.04741,28.929866,Europe/Istanbul,coordinates,2500
179,Gaziantep Stadium,Gaziantep,Türkiye,TR,37.123611,37.3825,Europe/Istanbul,coordinates,33502
186,Gursel Aksel Stadium,Izmir,Türkiye,TR,38.3958666,27.0753273,Europe/Istanbul,coordinates,20756
190,Kadir Has Stadium,Kayseri,Türkiye,TR,38.737289,35.423134,Europe/Istanbul,coordinates,32864
803,Kazim Karabekir Stadyumu,Erzurum,Türkiye,TR,,,Europe/Istanbul,country,21374
1198,Mardan Sports Complex,Antalya,Türkiye,TR,,,Europe/Istanbul,country,7940
187,Medas Konya Büyüksehir Belediyesi Stadium,Konya,Türkiye,TR,37.865444,32.483223,Europe/Istanbul,coordinates,42000
809,New Adana Stadium,Adana,Türkiye,TR,,,Europe/Istanbul,country,33543
192,Papara Park,Trabzon,Türkiye,TR,40.999111,39.645944,Europe/Istanbul,coordinates,41000
808,Pendik Stadium,Istanbul,Türkiye,TR,,,Europe/Istanbul,country,4105
123,Rams Park Stadyumu,Istanbul,Türkiye,TR,41.102869,28.990419,Europe/Istanbul,coordinates,53978
183,Recep Tayyip Erdogan Stadium,Istanbul,Türkiye,TR,41.032833,28.972334,Europe/Istanbul,coordinates,14234
180,Samsun Yeni 19 Mayıs Stadyumu,Samsun,Türkiye,TR,41.270014,36.356122,Europe/Istanbul,coordinates,33919
804,Spor Toto Akhisar Stadium,Akhisar,Türkiye,TR,,,Europe/Istanbul,country,12139
802,Timsah Arena,Bursa,Türkiye,TR,,,Europe/Istanbul,country,43761
191,Tüpraş Stadyumu,Istanbul,Türkiye,TR,41.039206,28.994742,Europe/Istanbul,coordinates,42445
1160,Vefa Stadium,Istanbul,Türkiye,TR,41.027826,28.939098,Europe/Istanbul,coordinates,6500
805,Yeni Malatyspor stadium,Malatya,Türkiye,TR,,,Europe/Istanbul,country,25745
193,Yildiz Entegre Kocaeli Stadyumu,Kocaeli,Türkiye,TR,40.774722,30.0175,Europe/Istanbul,coordinates,34829
466,Benjamin Mkapa Stadium,Dar-es-Salaam,Tanzania,TZ,,,,,60000
383,Arena Lviv,Lviv,Ukraine,UA,,,Europe/Kyiv,country,34915
534,Olimpiysky National Sports Complex,Kyiv,Ukraine,UA,,,Europe/Kyiv,country,70050
358,Valeriy Lobanovskyi,Kyiv,Ukraine,UA,50.450278,30.535278,Europe/Kyiv,coordinates,16873
279,Allianz Field,Saint Paul,USA,US,44.952,-93.165,America/Chicago,coordinates,19400
267,America First Field,Sandy,USA,US,40.582905,-111.893349,America/Denver,coordinates,20213
1187,Arrowhead Stadium,Kansas City,USA,US,39.049019,-94.48414,America/Chicago,coordinates,76416
1184,AT&T Stadium,Arlington,USA,US,32.748,-97.0934,America/Chicago,coordinates,80000
270,Audi Field,"Washington, DC",USA,US,38.8689,-77.0129,America/New_York,coordinates,20000
263,Bank of America Stadium,Charlotte,USA,US,35.2258,-80.853,America/New_York,coordinates,75525
280,BMO Stadium,Los Angeles,USA,US,34.012741,-118.284099,America/Los_Angeles,coordinates,22000
1200,Camping World Stadium,Orlando,USA,US,,,,,65194
1166,Chase Stadium,Fort Lauderdale,USA,US,26.193056,-80.161111,America/New_York,coordinates,21550
287,Children's Mercy Park,Kansas City,USA,US,39.1216,-94.8232,America/Chicago,coordinates,18467
1163,Citi Field,New York,USA,US,40.7564124,-73.84589369999999,America/New_York,coordinates,41922
291,Dick's Sporting Goods Park,Commerce City,USA,US,39.805676,-104.8918,America/Denver,coordinates,19680
288,Dignity Health Sports Park,Carson,USA,US,33.864444,-118.261111,America/Los_Angeles,coordinates,27000
1162,Empower Field at Mile High,Denver,USA,US,,,,,76125
262,Energizer Park,St. Louis,USA,US,38.631028,-90.210917,America/Chicago,coordinates,22423
272,Geodis Park,Nashville,USA,US,36.130107,-86.76584,America/Chicago,coordinates,30000
273,Gillette Stadium,Foxborough,USA,US,42.0909,-71.2643,America/New_York,coordinates,66829
1186,Hard Rock Stadium,Miami Gardens,USA,US,25.9583,-80.2396,America/New_York,coordinates,65326
268,Inter&Co Stadium,Orlando,USA,US,28.541065,-81.389035,America/New_York,coordinates,25500
1181,Levi's Stadium,Santa Clara,USA,US,37.403,-121.97,America/Los_Angeles,coordinates,68500
1185,Lincoln Financial Field,Philadelphia,USA,US,39.9014,-75.1675,America/New_York,coordinates,69176
1165,Los Angeles Memorial Coliseum,Los Angeles,USA,US,,,,,77500
283,Lower.com Field,Columbus,USA,US,39.968461,-83.017089,America/New_York,coordinates,20371
290,Lumen Field,Seattle,USA,US,47.595165,-122.33165,America/Los_Angeles,coordinates,68740
265,Mercedes-Benz Stadium,Atlanta,USA,US,33.7553,-84.4006,America/New_York,coordinates,71000
1182,MetLife Stadium,East Rutherford,USA,US,40.8135,-74.0745,America/New_York,coordinates,82500
1164,M&T Bank Stadium,Baltimore,USA,US,,,,,71008
1204,Northwest Stadium,Landover,USA,US,,,,,82000
1183,NRG Stadium,Houston,USA,US,29.6847,-95.4107,America/Chicago,coordinates,72220
281,Nu Stadium,Miami,USA,US,25.7931,-80.259,America/New_York,coordinates,26700
286,PayPal Park,San Jose,USA,US,37.351389,-121.925,America/Los_Angeles,coordinates,18000
282,Providence Park,Portland,USA,US,45.521492,-122.691811,America/Los_Angeles,coordinates,25218
278,Q2 Stadium,Austin,USA,US,30.387731,-97.719494,America/Chicago,coordinates,20500
276,Shell Energy Stadium,Houston,USA,US,29.7522,-95.3523,America/Chicago,coordinates,22039
284,Snapdragon Stadium,San Diego,USA,US,32.7841,-117.1224,America/Los_Angeles,coordinates,35000
1180,SoFi Stadium,Inglewood,USA,US,33.953536,-118.338734,America/Los_Angeles,coordinates,70242
277,Soldier Field,Chicago,USA,US,41.8623,-87.6167,America/Chicago,coordinates,61500
269,Sports Illustrated Stadium,Harrison,USA,US,40.7368,-74.1502,America/New_York,coordinates,25000
271,Subaru Park,Chester,USA,US,39.832794,-75.378479,America/New_York,coordinates,18500
274,Toyota Stadium,Frisco,USA,US,33.1543,-96.8352,America/Chicago,coordinates,20500
264,TQL Stadium,Cincinnati,USA,US,39.11138,-84.52222,America/New_York,coordinates,26000
289,Yankee Stadium,Bronx,USA,US,40.8288189,-73.9265691,America/New_York,coordinates,47309
599,Estadio Alfredo Victor Viera,Montevideo,Uruguay,UY,,,America/Montevideo,country,10000
593,Estadio Campeón del Siglo,Montevideo,Uruguay,UY,-34.796917,-56.067167,America/Montevideo,coordinates,40700
543,Estadio Campeones Olimpicos,Florida,Uruguay,UY,,,America/Montevideo,country,6500
438,Estadio Centenario,Montevideo,Uruguay,UY,-34.894444,-56.152778,America/Montevideo,coordinates,60235
553,Estadio Charrúa ,Montevideo,Uruguay,UY,,,America/Montevideo,country,14000
562,Estadio Luis Franzini,Montevideo,Uruguay,UY,,,America/Montevideo,country,16000
570,Estadio Osvaldo Roberto,Montevideo,Uruguay,UY,,,America/Montevideo,country,8500
555,Estadio Parque Artigas,Las Piedras,Uruguay,UY,,,America/Montevideo,country,12000
583,Gran Parque Central,Montevideo,Uruguay,UY,-34.884377,-56.158772,America/Montevideo,coordinates,37000
554,Complejo Deportivo Socialista,Puerto Cabello,Venezuela,VE,,,America/Caracas,country,7000
565,Estadio Brigido Iriarte,Caracas,Venezuela,VE,,,America/Caracas,country,10100
561,Estadio Misael Delgado,Valencia,Venezuela,VE,10.223403,-68.0115,America/Caracas,coordinates,10400
557,Estadio Olimpico de la UCV,Caracas,Venezuela,VE,10.491278,-66.885492,America/Caracas,coordinates,24900
563,Monumental de Maturín,Maturin,Venezuela,VE,,,America/Caracas,country,51796
594,Polideportivo de Pueblo Nuevo,San Cristóbal,Venezuela,VE,,,America/Caracas,country,42500
536,Cardiff City Stadium,Cardiff,Wales,WA,51.472778,-3.203056,Europe/London,coordinates,33280
201,Racecourse Ground,Wrexham,Wales,WA,53.051944,-3.003611,Europe/London,coordinates,10771
879,Rodney Parade,Newport,Wales,WA,51.588333,-2.987778,Europe/London,coordinates,7850
203,Swansea.com Stadium,Swansea,Wales,WA,51.6422,-3.9351,Europe/London,coordinates,20827
1197,Cape Town Stadium,Cape Town,South Africa,ZA,,,,,55000
468,Loftus Versfeld Stadium,Tshwane/Pretoria,South Africa,ZA,,,,,51762
1208,Moses Mabhida Stadium,Durban,South Africa,ZA,,,,,62760
482,Orlando Amstel Arena,Soweto,South Africa,ZA,,,,,40000
