venue_id,name,city,country,country_code,latitude,longitude,timezone,tz_source,capacity
69,Stadio Giuseppe Sinigaglia,Como,Italy,IT,45.813889,9.072222,Europe/Rome,coordinates,12064
75,Stadio Marcantonio Bentegodi,Verona,Italy,IT,45.435356,10.968647,Europe/Rome,coordinates,39045
1028,Stadio Marcantonio Bentegodi,Verona,Italy,IT,,,Europe/Rome,country,39211
747,Stadio Mario Rigamonti,Brescia,Italy,IT,,,Europe/Rome,country,16743
65,Stadio Olimpico,Rome,Italy,IT,41.933886,12.454786,Europe/Rome,coordinates,72698
76,Stadio Olimpico Grande Torino,Turin,Italy,IT,45.04175,7.650014,Europe/Rome,coordinates,28177
750,Stadio Pierluigi Penzo,Venice,Italy,IT,,,Europe/Rome,country,11150
743,Stadio Sandro Cabassi,Carpi,Italy,IT,,,Europe/Rome,country,5510
67,Unipol Domus,Cagliari,Italy,IT,39.2,9.1375,Europe/Rome,coordinates,16416
751,U-Power Stadium,Monza,Italy,IT,,,Europe/Rome,country,17102
60,Via del Mare,Lecce,Italy,IT,40.365278,18.208889,Europe/Rome,coordinates,40800
1104,Ajinomoto Stadium,Tokyo,Japan,JP,35.664278,139.527139,Asia/Tokyo,coordinates,49970
1106,Best Denki Stadium,Fukuoka,Japan,JP,33.585845,130.460735,Asia/Tokyo,coordinates,22563
1111,Edion Peace Wing Hiroshima,Hiroshima,Japan,JP,34.4016217,132.4532087,Asia/Tokyo,coordinates,28520
1103,Fukuda Denshi Arena,Chiba,Japan,JP,35.577545,140.122706,Asia/Tokyo,coordinates,19781
1112,IAI Stadium Nihondaira,Shizuoka,Japan,JP,34.984444,138.481111,Asia/Tokyo,coordinates,20339
1117,JFE Harenokuni Stadium,Okayama,Japan,JP,34.680604,133.919584,Asia/Tokyo,coordinates,15479
1113,Kashima Soccer Stadium,Kashima,Japan,JP,35.991744,140.640525,Asia/Tokyo,coordinates,40728
1108,Kawasaki Todoroki Stadium,Kawasaki,Japan,JP,35.585895,139.652731,Asia/Tokyo,coordinates,26232
1116,K's Denki Stadium Mito,Mito,Japan,JP,36.345342,140.412375,Asia/Tokyo,coordinates,12000
1110,Machida Stadium,Tokyo,Japan,JP,35.548669,139.446639,Asia/Tokyo,coordinates,15320
1121,Nagoya Mizuho Athletics Stadium,Nagoya,Japan,JP,35.122707,136.944199,Asia/Tokyo,coordinates,27000
1120,National Olympic Stadium,Tokyo,Japan,JP,35.678194,139.714583,Asia/Tokyo,coordinates,
1100,Nissan Stadium,Yokohama,Japan,JP,35.509722,139.605556,Asia/Tokyo,coordinates,72327
1109,Noevir Stadium Kobe,Kobe,Japan,JP,34.6568109,135.1696229,Asia/Tokyo,coordinates,30132
1115,Panasonic Stadium Suita,Suita,Japan,JP,34.802685,135.538221,Asia/Tokyo,coordinates,39694
1102,Peace Stadium,Nagasaki,Japan,JP,32.77274999710926,129.8842624013401,Asia/Tokyo,coordinates,20000
1119,Saitama Stadium 2002,Saitama,Japan,JP,35.903095,139.717621,Asia/Tokyo,coordinates,63700
1101,Sanga Stadium by KYOCERA,Kyoto,Japan,JP,35.017172,135.585014,Asia/Tokyo,coordinates,21600
1114,Sankyo Frontier Kashiwa Stadium,Kashiwa,Japan,JP,35.8485,139.975149,Asia/Tokyo,coordinates,15349
1107,Toyota Stadium,Toyota,Japan,JP,35.084722,137.170833,Asia/Tokyo,coordinates,44380
1105,Yanmar Stadium Nagai,Osaka,Japan,JP,34.615339,135.516572,Asia/Tokyo,coordinates,47000
1118,Yodokou Sakura Stadium ,Osaka,Japan,JP,34.615339,135.516572,Asia/Tokyo,coordinates,25000
1131,Anyang Stadium,Anyang,South Korea,KR,37.405304,126.946422,Asia/Seoul,coordinates,25000
1129,Bucheon Stadium,Bucheon,South Korea,KR,37.502551,126.799044,Asia/Seoul,coordinates,35545
1133,Chuncheon Songam Sports Town,Chuncheon,South Korea,KR,37.856075,127.691053,Asia/Seoul,coordinates,20000
1127,Daejeon World Cup Stadium,Daejeon,South Korea,KR,36.365183,127.325084,Asia/Seoul,coordinates,40407
1132,Gangneung Stadium,Gangneung,South Korea,KR,37.773647,128.897625,Asia/Seoul,coordinates,22333
1124,Gimcheon Stadium,Gimcheon,South Korea,KR,36.139627,128.086454,Asia/Seoul,coordinates,24348
1130,Gwangju Football Stadium,Gwangju,South Korea,KR,35.130895,126.874949,Asia/Seoul,coordinates,10007
1122,Incheon Football Stadium,Incheon,South Korea,KR,37.465666,126.643572,Asia/Seoul,coordinates,20891
1126,Jeju World Cup Stadium ,Seogwipo,South Korea,KR,33.246139,126.509206,Asia/Seoul,coordinates,35657
1125,Jeonju World Cup Stadium,Jeonju,South Korea,KR,35.868111,127.064444,Asia/Seoul,coordinates,42477
1128,Pohang Steel Yard,Pohang,South Korea,KR,35.997747,129.384414,Asia/Seoul,coordinates,17443
428,Seoul World Cup Stadium,Seoul,South Korea,KR,37.568222,126.897361,Asia/Seoul,coordinates,66704
1123,Ulsan Munsu Football Stadium,Ulsan,South Korea,KR,35.535271,129.259552,Asia/Seoul,coordinates,44466
1190,Al-Medina Stadium,Rabat,Morocco,MA,,,,,18000
1192,Complexe Sportif de Fès,Fez,Morocco,MA,,,,,45000
467,Complexe Sportif Moulay Abdellah,Rabat,Morocco,MA,,,,,69700
1188,Grand Stade de Marrakech,Marrakech,Morocco,MA,,,,,45240
1194,Moulay Hassan Stadium,Rabat,Morocco,MA,,,,,12000
1189,Stade Adrar,Agadir,Morocco,MA,,,,,45480
1191,Stade Ibn-Batouta,Tanger,Morocco,MA,,,,,75000
430,Stade Mohammed V,Casablanca,Morocco,MA,,,,,67000
472,Stade Municipal de Berkane,Berkane,Morocco,MA,,,,,15000
1193,Stade Olympique Annexe Complexe Sportif Prince Abdellah,Rabat,Morocco,MA,,,,,21000
1151,Gradski Stadion,Podgorica,Montenegro,ME,,,Europe/Zagreb,country,
380,Stadion pod Goricom,Podgorica,Montenegro,ME,,,Europe/Zagreb,country,15230
511,Stadion u Parku,Tivat,Montenegro,ME,,,Europe/Zagreb,country,2000
306,Alfonso Lastras Ramirez,San Luis de Potosi,Mexico,MX,22.138378,-100.950699,America/Mexico_City,coordinates,25907
307,Estadio Akron,Guadalajara,Mexico,MX,20.681667,-103.462776,America/Mexico_City,coordinates,46355
295,Estadio Azteca,Mexico City,Mexico,MX,19.302773,-99.150452,America/Mexico_City,coordinates,87523
304,Estadio BBVA,Monterrey,Mexico,MX,25.670172,-100.2437,America/Monterrey,coordinates,53500
296,Estadio Caliente,Tijuana,Mexico,MX,32.506067,-116.993092,America/Tijuana,coordinates,27333
1167,Estadio Ciudad de los Deportes,Mexico City,Mexico,MX,,,,,33000
292,Estadio Cuauhtemoc,Puebla,Mexico,MX,19.078056,-98.164444,America/Mexico_City,coordinates,51726
302,Estadio de Mazatlan,Mazatlan,Mexico,MX,,,,,25000
293,Estadio Jalisco,Guadalajara,Mexico,MX,20.705,-103.328056,America/Mexico_City,coordinates,55110
297,Estadio La Corregidora,Santiago de Queretaro,Mexico,MX,20.577551,-100.366341,America/Mexico_City,coordinates,34130
305,Estadio Leon,Leon,Mexico,MX,21.115544,-101.657744,America/Mexico_City,coordinates,31297
303,Estadio Miguel Hidalgo,Pachuca de Soto,Mexico,MX,20.105331,-98.756706,America/Mexico_City,coordinates,30000
298,Estadio Nemesio Diez,Toluca,Mexico,MX,19.287286,-99.666794,America/Mexico_City,coordinates,31000
294,Estadio Olimpico Benito Juarez,Ciudad Juarez,Mexico,MX,31.75305,-106.467814,America/Ciudad_Juarez,coordinates,19703
301,Estadio Olimpico Universitario,Mexico City,Mexico,MX,19.331928,-99.192106,America/Mexico_City,coordinates,72000
300,Estadio TSM Corona,Torreon,Mexico,MX,25.628754,-103.380068,America/Monterrey,coordinates,30000
308,Estadio Universitario (UANL),Monterrey,Mexico,MX,25.722806,-100.312056,America/Monterrey,coordinates,41615
299,Estadio Victoria,Aguascalientes,Mexico,MX,21.880653,-102.275483,America/Mexico_City,coordinates,25500
461,Abubakar Tafawa Balewa,Bauchi,Nigeria,NG,,,,,15000
453,Enyimba International Stadium,Aba,Nigeria,NG,,,,,16000
458,Kwara State Stadium,Ilorin,Nigeria,NG,,,,,18000
464,Lafia Township Stadium,Lafia,Nigeria,NG,,,,,5000
459,Lekan-Salami-Stadion,Ibadan,Nigeria,NG,,,,,10000
450,Liberation Stadium,Port Harcourt,Nigeria,NG,,,,,16000
463,Minna Township Stadium,Minna,Nigeria,NG,,,,,4000
503,Moshood Abiola National Stadium,Abuja,Nigeria,NG,,,,,60491
456,Muhammadu Dikko Stadium,Katsina,Nigeria,NG,,,,,35000
455,Nnamdi Azikiwe Stadium,Enugu,Nigeria,NG,,,,,22000
449,Otunba Dipo Dina International Stadium,Ijebu Ode,Nigeria,NG,,,,,10000
462,Rwang Pam Stadium,Jos,Nigeria,NG,,,,,15000
454,Sabongari Stadium,Kano,Nigeria,NG,,,,,10000
452,Sani Abacha Stadium,Kano,Nigeria,NG,,,,,16000
460,Sapele Township Stadium,Sapele,Nigeria,NG,,,,,5000
451,Umuahia Township Stadium,Umuahia,Nigeria,NG,,,,,5000
457,Warri Township Stadium,Warri,Nigeria,NG,,,,,20000
369,Windsor Park,Belfast,Northern Ireland,NI,54.582625,-5.955189,Europe/London,coordinates,20332
170,Abe Lenstra Stadion,Heerenveen,Netherlands,NL,52.958611,5.936111,Europe/Amsterdam,coordinates,27224
176,AFAS Stadion,Alkmaar,Netherlands,NL,52.612778,4.742222,Europe/Amsterdam,coordinates,19500
178,Asito Stadium,Almelo,Netherlands,NL,52.338611,6.649722,Europe/Amsterdam,coordinates,12500
782,Bingoal Stadium,Den Haag,Netherlands,NL,,,Europe/Amsterdam,country,15000
175,BUKO Stadion,Velsen,Netherlands,NL,52.455,4.635,Europe/Amsterdam,coordinates,5336
781,Covebo Stadion - De Koel,Venlo,Netherlands,NL,,,Europe/Amsterdam,country,8000
137,De Adelaarshorst,Deventer,Netherlands,NL,52.260416,6.172578,Europe/Amsterdam,coordinates,10400
174,De Grolsch Veste,Enschede,Netherlands,NL,,,Europe/Amsterdam,country,30205
136,De Kuip,Rotterdam,Netherlands,NL,51.893894,4.523253,Europe/Amsterdam,coordinates,47500
783,De Oude Meerdijk,Emmen,Netherlands,NL,,,Europe/Amsterdam,country,8600
784,De Vijverberg,Doetinchem,Netherlands,NL,51.955833,6.309722,Europe/Amsterdam,coordinates,12600
177,Euroborg Stadium,Groningen,Netherlands,NL,53.2067858,6.589803,Europe/Amsterdam,coordinates,22525
166,Fortuna Sittard Stadion,Sittard-Geleen,Netherlands,NL,50.992069,5.843675,Europe/Amsterdam,coordinates,12500
785,Gelredome,Arnhem,Netherlands,NL,,,Europe/Amsterdam,country,25500
172,Het Kasteel,Rotterdam,Netherlands,NL,51.919485,4.433619,Europe/Amsterdam,coordinates,11000
120,Johan Cruijff Arena,Amsterdam,Netherlands,NL,52.314167,4.941944,Europe/Amsterdam,coordinates,55865
787,Kooi Stadion,Leeuwarden,Netherlands,NL,53.201306,5.768556,Europe/Amsterdam,coordinates,15000
171,Kras Stadion,Volendam,Netherlands,NL,52.494444,5.066389,Europe/Amsterdam,coordinates,6984
173,Mac3Park Stadion,Zwolle,Netherlands,NL,52.517181,6.120869,Europe/Amsterdam,coordinates,14000
786,Mandemakers Stadion,Waalwijk,Netherlands,NL,51.686944,5.088611,Europe/Amsterdam,coordinates,7500
113,Philips Stadion,Eindhoven,Netherlands,NL,51.441781,5.467442,Europe/Amsterdam,coordinates,36500
169,Rat Verlegh Stadion,Breda,Netherlands,NL,51.595556,4.750278,Europe/Amsterdam,coordinates,20500
167,Stadion de Goffert,Nijmegen,Netherlands,NL,51.8225,5.836667,Europe/Amsterdam,coordinates,12500
140,Stadion Galgenwaard,Utrecht,Netherlands,NL,52.078333,5.145833,Europe/Amsterdam,coordinates,23750
168,Stadion Woudestein,Rotterdam,Netherlands,NL,51.916944,4.520556,Europe/Amsterdam,coordinates,4400
788,Yanmar Stadion,Almere,Netherlands,NL,52.394364,5.240478,Europe/Amsterdam,coordinates,4501
119,Aspmyra Stadion,Bodø,Norway,NO,67.276701,14.384353,Europe/Oslo,coordinates,8270
139,Brann Stadion,Bergen,Norway,NO,60.366944,5.357464,Europe/Oslo,coordinates,17686
391,Fredrikstad Stadion,Fredrikstad,Norway,NO,59.213066,10.928079,Europe/Oslo,coordinates,13300
444,Ullevaal,Oslo,Norway,NO,59.949,10.734333,Europe/Oslo,coordinates,28000
587,Estadio Alberto Gallardo,Lima,Peru,PE,,,America/Lima,country,11600
1218,Estadio Alejandro Villanueva,Ayacucho,Peru,PE,,,America/Lima,country,
596,Estadio Alejandro Villanueva,Lima,Peru,PE,-12.068526,-77.022881,America/Lima,coordinates,33938
544,Estadio Campeones del 36,Sullana,Peru,PE,,,America/Lima,country,12000
572,Estadio de la UNSA,Arequipa,Peru,PE,,,America/Lima,country,60000
556,Estadio Inca Garcilaso de la Vega,Cusco,Peru,PE,-13.525356,-71.966423,America/Lima,coordinates,42056
1222,Estadio Mansiche,Trujillo,Peru,PE,,,America/Lima,country,25036
1217,Estadio Miguel Grau,Callao,Peru,PE,-12.059799,-77.119966,America/Lima,coordinates,17000
581,Estadio Monumental,Lima,Peru,PE,-12.055791,-76.936122,America/Lima,coordinates,80093
529,Estadio Nacional,Lima,Peru,PE,,,America/Lima,country,45574
1215,Estadio Nacional de Lima,Lima,Peru,PE,-12.06727,-77.03372,America/Lima,coordinates,43086
408,Arena Katowice,Katowice,Poland,PL,50.279747,19.001203,Europe/Warsaw,coordinates,15048
412,Arena Lublin,Lublin,Poland,PL,51.2319,22.5575,Europe/Warsaw,coordinates,15243
401,Chorten Arena,Bialystok,Poland,PL,53.105556,23.148889,Europe/Warsaw,coordinates,22372
833,Dyskobolia,Grodzisk Wielkopolski,Poland,PL,,,Europe/Warsaw,country,5500
355,Enea Poznań,Poznan,Poland,PL,52.397222,16.858056,Europe/Warsaw,coordinates,42837
407,Exbud Arena,Kielce,Poland,PL,50.861389,20.624722,Europe/Warsaw,coordinates,15700
1154,Henryk-Reyman-Stadium,Kraków,Poland,PL,,,Europe/Warsaw,country,
405,KGHM Zagłębie Arena,Lubin,Poland,PL,51.414204,16.197925,Europe/Warsaw,coordinates,16068
403,Marshal Jozef Pilsudski Stadium,Kraków,Poland,PL,50.057969,19.920182,Europe/Warsaw,coordinates,15016
409,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Poland,PL,50.776856,19.159159,Europe/Warsaw,coordinates,5500
1179,Orlen Arena,Plock,Poland,PL,52.56,19.6825,Europe/Warsaw,coordinates,5429
411,Polsat Plus Arena Gdańsk,Gdansk,Poland,PL,54.389854,18.640231,Europe/Warsaw,coordinates,41620
836,Silesian Stadium,Chorzów,Poland,PL,,,Europe/Warsaw,country,54378
402,Stadion Bruk-Bet,Nieciecza,Poland,PL,50.158343,20.849154,Europe/Warsaw,coordinates,4653
372,Stadion GOSiR,Gdynia,Poland,PL,54.493136,18.531214,Europe/Warsaw,coordinates,15139
413,Stadion im. Braci Czachorów,Radom,Poland,PL,51.4101701,21.1656655,Europe/Warsaw,coordinates,14400
410,Stadion im. Ernesta Pohla,Zabrze,Poland,PL,50.296317,18.768564,Europe/Warsaw,coordinates,28236
406,Stadion im. Kazimierza Gorskiego,Plock,Poland,PL,52.561978,19.684206,Europe/Warsaw,coordinates,15004
834,Stadion im. Władysława Króla,Lodz,Poland,PL,,,Europe/Warsaw,country,18029
414,Stadion Miejski im. Floriana Krygiera,Szczecin,Poland,PL,53.436576,14.518658,Europe/Warsaw,coordinates,21163
415,Stadion Miejski w Gliwicach,Gliwice,Poland,PL,50.306589,18.695536,Europe/Warsaw,coordinates,10037
1178,Stadion Miejski w Niepolomicach,Niepolomice,Poland,PL,,,Europe/Warsaw,country,2118
835,Stadion Stali Mielec,Mielec,Poland,PL,,,Europe/Warsaw,country,7000
404,Stadion Widzewa Łódź,Lodz,Poland,PL,51.765,19.511667,Europe/Warsaw,coordinates,18018
384,Stadion Wojska Polskiego w Warszawie,Warsaw,Poland,PL,52.220461,21.040628,Europe/Warsaw,coordinates,31103
837,Tarczyński Arena Wrocław,Wroclaw,Poland,PL,51.141196,16.943804,Europe/Warsaw,coordinates,43683
30,Complexo Desportivo FC Alverca,Alverca do Ribatejo,Portugal,PT,38.8980069,-9.0351068,Europe/Lisbon,coordinates,6900
1153,Estádio Algarve,Faro,Portugal,PT,,,,,30305
33,Estadio Antonio Coimbra da Mota,Estoril,Portugal,PT,38.715852,-9.406409,Europe/Lisbon,coordinates,8000
778,Estádio Capital do Móvel,Pacos de Ferreira,Portugal,PT,,,,,9077
24,Estádio Cidade de Barcelos,Barcelos,Portugal,PT,,,,,12504
37,Estádio da Luz,Lisbon,Portugal,PT,38.75267,-9.184697,Europe/Lisbon,coordinates,68100
23,Estádio da Madeira,Funchal,Portugal,PT,32.670834,-16.883333,Atlantic/Madeira,coordinates,5200
779,Estádio de São Luís,Faro,Portugal,PT,37.022778,-7.928611,Europe/Lisbon,coordinates,7000
28,Estadio de São Miguel,Ponta Delgada,Portugal,PT,37.763708,-25.622589,Atlantic/Azores,coordinates,13277
777,Estadio do Bessa XXI,Porto,Portugal,PT,,,,,28263
26,Estadio do CD das Aves,Vila das Aves,Portugal,PT,41.366881,-8.411667,Europe/Lisbon,coordinates,8560
35,Estádio do Dragão,Porto,Portugal,PT,41.161758,-8.583933,Europe/Lisbon,coordinates,50033
780,Estádio do FC Vizela,Vizela,Portugal,PT,41.359984,-8.299578,Europe/Lisbon,coordinates,6000
36,Estádio Dom Afonso Henriques,Guimaraes,Portugal,PT,,,,,30029
774,Estadio do Maritimo,Funchal,Portugal,PT,,,,,10600
38,Estádio do Rio Ave FC,Vila do Conde,Portugal,PT,41.362755,-8.740186,Europe/Lisbon,coordinates,5300
32,Estádio João Cardoso,Tondela,Portugal,PT,40.512127,-8.08265,Europe/Lisbon,coordinates,5000
22,Estádio José Alvalade,Lisbon,Portugal,PT,38.761246,-9.160833,Europe/Lisbon,coordinates,52095
34,Estádio José Gomes,Amadora,Portugal,PT,38.751928,-9.227861,Europe/Lisbon,coordinates,9288
775,Estádio Marcolino de Castro,Santa Maria da Feira,Portugal,PT,40.926689,-8.545814,Europe/Lisbon,coordinates,5401
25,Estádio Municipal de Arouca,Arouca,Portugal,PT,40.93294,-8.250379,Europe/Lisbon,coordinates,5600
31,Estádio Municipal de Braga,Braga,Portugal,PT,41.562565,-8.430133,Europe/Lisbon,coordinates,30286
27,Estádio Municipal de Famalicão,Vila Nova de Famalicao,Portugal,PT,41.401278,-8.522422,Europe/Lisbon,coordinates,5186
776,Estádio Municipal de Portimão,Portimão,Portugal,PT,,,,,4961
21,Estádio Municipal de Rio Maior,Rio Maior,Portugal,PT,39.344534,-8.935213,Europe/Lisbon,coordinates,7000
29,Parque de Jogos Comendador Joaquim de Almeida Freitas,Moreira de Cónegos,Portugal,PT,41.378107,-8.354548,Europe/Lisbon,coordinates,6153
571,Estadio Arsenio Erico,Asuncion,Paraguay,PY,,,America/Asuncion,country,7000
429,Estadio Defensores del Chaco,Asuncion,Paraguay,PY,-25.292072,-57.657381,America/Asuncion,coordinates,42354
566,Estadio Martin Torres,Asuncion,Paraguay,PY,,,America/Asuncion,country,3000
595,Estadio Monumental Rio Parapiti,Pedro Juan Caballero,Paraguay,PY,,,America/Asuncion,country,25000
602,Estadio Rogelio Silvino Livieres,Asuncion,Paraguay,PY,,,America/Asuncion,country,8000
547,Estadio Roque F. Batelhana,Asuncion,Paraguay,PY,,,America/Asuncion,country,6000
591,Estadio Tigo La Huerta,Asuncion,Paraguay,PY,-25.277767,-57.611008,America/Asuncion,coordinates,10000
588,General Pablo Rojas,Asuncion,Paraguay,PY,-25.299892,-57.637398,America/Asuncion,coordinates,45876
552,Osvaldo Domínguez Dibb,Asuncion,Paraguay,PY,,,America/Asuncion,country,22000
1196,Jassim Bin Hamad Stadium,Doha,Qatar,QA,,,,,15000
335,Cluj Arena,Cluj Napoca,Romania,RO,46.768333,23.572222,Europe/Bucharest,coordinates,30246
1174,Complex Sportiv Academia Gheorghe Hagi,Constanta,Romania,RO,44.235683,28.564323,Europe/Bucharest,coordinates,
348,Dinamo Stadium,Bucharest,Romania,RO,44.455044,26.102301,Europe/Bucharest,coordinates,15032
343,Dr. Constantin Radulescu,Cluj Napoca,Romania,RO,46.779533,23.577616,Europe/Bucharest,coordinates,23500
340,Municipal Sibiu,Sibiu,Romania,RO,45.7832803,24.1436945,Europe/Bucharest,coordinates,12300
138,National Arena,Bucharest,Romania,RO,44.437208,26.152508,Europe/Bucharest,coordinates,55634
344,Stadionul 1 Mai,Slobozia,Romania,RO,44.56057,27.37265,Europe/Bucharest,coordinates,6000
1176,Stadionul Arcul de Triumf,Bucharest,Romania,RO,,,Europe/Bucharest,country,8207
1177,Stadionul Central,Balotesti,Romania,RO,,,Europe/Bucharest,country,3780
346,Stadionul Central-Academia Gheorghe Hagi,Ovidiu,Romania,RO,44.264195,28.556438,Europe/Bucharest,coordinates,4554
1175,Stadionul Clinceni,Clinceni,Romania,RO,,,Europe/Bucharest,country,4502
338,Stadionul Francisc von Neumann,Arad,Romania,RO,46.192606,21.311975,Europe/Bucharest,coordinates,12584
342,Stadionul Ilie Oană,Ploiesti,Romania,RO,44.940278,26.033333,Europe/Bucharest,coordinates,15500
339,Stadionul Ion Oblemenco,Craiova,Romania,RO,44.640026,22.666983,Europe/Bucharest,coordinates,30983
334,Stadionul Metaloglobus,Bucharest,Romania,RO,44.442417,26.18425,Europe/Bucharest,coordinates,1000
345,Stadionul Municipal,Botosani,Romania,RO,47.748205,26.651984,Europe/Bucharest,coordinates,7782
347,Stadionul Municipal,Miercurea Ciuc,Romania,RO,46.366944,25.802917,Europe/Bucharest,coordinates,4000
336,Stadionul Orasenesc,Mioveni,Romania,RO,,,Europe/Bucharest,country,5953
341,Stadionul Oțelul,Galati,Romania,RO,45.431072,28.022335,Europe/Bucharest,coordinates,13500
337,Stadionul Rapid-Giulesti,Bucharest,Romania,RO,44.455917,26.056833,Europe/Bucharest,coordinates,14047
1147,Stadionul Steaua,Bucharest,Romania,RO,,,Europe/Bucharest,country,31254
1143,Gradski Stadion,Bačka Topola,Serbia,RS,,,Europe/Belgrade,country,4500
394,Partizan Stadium,Belgrade,Serbia,RS,44.788744,20.459097,Europe/Belgrade,coordinates,29775
129,Stadium Rajko Mitić,Belgrade,Serbia,RS,44.783058,20.4626087,Europe/Belgrade,coordinates,51755
790,Gazprom Arena,Saint Petersburg,Russia,RU,,,,,68000
797,Kuban Stadium,Krasnodar,Russia,RU,,,,,31654
792,Lukoil Arena,Moscow,Russia,RU,,,,,45360
520,Luzhniki Stadium,Moscow,Russia,RU,,,,,81000
1207,Ozon Arena,Krasnodar,Russia,RU,,,,,35074
795,Rostov Arena,Rostov-on-Don,Russia,RU,,,,,45000
796,RZD Arena,Moscow,Russia,RU,,,,,28800
789,VEB Arena,Moscow,Russia,RU,,,,,30457
256,Al-Awwal Park,Riyadh,Saudi Arabia,SA,24.729335,46.623977,Asia/Riyadh,coordinates,26000
247,Al-Hazem Club Stadium,Ar Rass,Saudi Arabia,SA,25.860278,43.502222,Asia/Riyadh,coordinates,8000
255,Alinma Stadium,Buraidah,Saudi Arabia,SA,26.378889,43.947778,Asia/Riyadh,coordinates,64040
248,Alinma Stadium,Jeddah,Saudi Arabia,SA,21.763222,39.164167,Asia/Riyadh,coordinates,64200
254,Al-Khaleej Club Stadium,Saihat,Saudi Arabia,SA,26.474291,50.033235,Asia/Riyadh,coordinates,
258,Al Majma'ah Sport City,Al Majmaah,Saudi Arabia,SA,25.886929,45.368021,Asia/Riyadh,coordinates,7000
261,Al-Najma Club Stadium,Unaizah,Saudi Arabia,SA,26.0955548643635,44.04857998010857,Asia/Riyadh,coordinates,3000
437,Al-Shabab Club Stadium,Riyadh,Saudi Arabia,SA,,,Asia/Riyadh,country,15000
250,EGO Stadium,Dammam,Saudi Arabia,SA,26.427212,50.114093,Asia/Riyadh,coordinates,15000
251,Kingdom Arena,Riyadh,Saudi Arabia,SA,24.77837,46.6075146,Asia/Riyadh,coordinates,26000
249,King Khalid Sport City Stadium,Tabuk,Saudi Arabia,SA,28.351218,36.602822,Asia/Riyadh,coordinates,12000
257,Prince Abdullah bin Jalawi Stadium,Al-Ahsa,Saudi Arabia,SA,25.305833,49.612778,Asia/Riyadh,coordinates,19550
259,Prince Hathloul Stadium,Najran,Saudi Arabia,SA,17.657443375571894,44.47766053125423,Asia/Riyadh,coordinates,12000
260,Prince Saud bin Jalawi Stadium,Khobar,Saudi Arabia,SA,26.3699,50.2052,Asia/Riyadh,coordinates,15000
246,Prince Sultan bin Abdul Aziz Stadium,Abha,Saudi Arabia,SA,18.310556,42.598333,Asia/Riyadh,coordinates,20000
252,Prince Turki bin Abdul Aziz Stadium,Riyadh,Saudi Arabia,SA,24.6475,46.550556,Asia/Riyadh,coordinates,15000
253,SHG Arena,Riyadh,Saudi Arabia,SA,24.788206,46.839236,Asia/Riyadh,coordinates,13536
216,Almondvale Stadium,Livingston,Scotland,SC,,,Europe/London,country,9716
215,BBSP Rugby Park,Kilmarnock,Scotland,SC,,,Europe/London,country,15003
130,Celtic Park,Glasgow,Scotland,SC,,,Europe/London,country,60411
220,Dens Park,Dundee,Scotland,SC,,,Europe/London,country,12085
221,Easter Road,Edinburgh,Scotland,SC,55.961667,-3.165556,Europe/London,coordinates,20421
218,Falkirk Stadium,Falkirk,Scotland,SC,,,Europe/London,country,7937
217,Fir Park,Motherwell,Scotland,SC,55.779947,-3.980078,Europe/London,coordinates,13742
818,Global Energy Stadium,Dingwall,Scotland,SC,,,Europe/London,country,6300
1201,Hampden Park,Glasgow,Scotland,SC,,,Europe/London,country,51866
143,Ibrox,Glasgow,Scotland,SC,,,Europe/London,country,50817
817,McDiarmid Park,Perth,Scotland,SC,,,Europe/London,country,10673
816,New Douglas Park,Hamilton,Scotland,SC,,,Europe/London,country,6000
224,Pittodrie Stadium,Aberdeen,Scotland,SC,,,Europe/London,country,20866
222,St. Mirren Park,Paisley,Scotland,SC,,,Europe/London,country,8000
219,Tannadice Park,Dundee,Scotland,SC,,,Europe/London,country,14233
223,Tynecastle Park,Edinburgh,Scotland,SC,55.939167,-3.232222,Europe/London,coordinates,19852
416,3Arena,Stockholm,Sweden,SE,59.29323,18.083299,Europe/Stockholm,coordinates,32000
419,Borås Arena,Boras,Sweden,SE,57.735556,12.935278,Europe/Stockholm,coordinates,17800
133,Eleda Stadium,Malmo,Sweden,SE,55.583611,12.987778,Europe/Stockholm,coordinates,22500
425,Finnvedsvallen,Varnamo,Sweden,SE,,,Europe/Stockholm,country,5000
418,Gamla Ullevi,Gothenburg,Sweden,SE,57.706111,11.980556,Europe/Stockholm,coordinates,18416
417,Grimsta IP,Stockholm,Sweden,SE,59.362144,17.853415,Europe/Stockholm,coordinates,7343
711,Guldfageln Arena,Kalmar,Sweden,SE,56.69123,16.31493,Europe/Stockholm,coordinates,12500
712,Hitachi Energy Arena,Vasteras,Sweden,SE,59.627584,16.53027,Europe/Stockholm,coordinates,8900
1145,Malmo New Stadium,Malmo,Sweden,SE,,,Europe/Stockholm,country,
388,Nordic Wellness Arena,Gothenburg,Sweden,SE,57.719167,11.930556,Europe/Stockholm,coordinates,6300
421,Örjans Vall,Halmstad,Sweden,SE,56.6842795,12.8674899,Europe/Stockholm,coordinates,15500
423,PlatinumCars Arena,Norrkoping,Sweden,SE,,,Europe/Stockholm,country,17234
424,Spiris Arena,Vaxjo,Sweden,SE,,,Europe/Stockholm,country,12000
422,Stora Valla,Degerfors,Sweden,SE,59.23801,14.441844,Europe/Stockholm,coordinates,7500
