fixture_id,temp_c,precip_mm,wind_kmh
872133420,11.5,0.0,37.5
636318025,8.6,0.1,19.8
1221233906,9.4,0.0,13.4
1275535409,10.9,0.0,15.2
4033457332,11.8,0.0,10.1
719169398,9.8,0.0,16.5
3701274112,10.5,0.0,21.0
1390351615,10.5,0.0,21.0
2984997089,10.9,0.0,21.1
2082009281,8.8,0.0,13.6
4289492929,8.9,0.0,17.4
1153566465,9.5,0.0,12.3
4170623443,9.4,0.0,9.5
3673335004,10.4,0.1,25.1
3317079453,11.9,0.0,14.7
1014147843,11.9,0.0,14.7
2505221664,10.6,0.0,15.1
532269210,8.7,0.3,16.2
569605764,8.2,0.3,17.4
893437585,10.8,0.0,14.0
3190600618,7.9,0.2,17.8
384868930,12.8,0.0,17.1
3876704287,8.4,0.1,20.6
3635849245,9.9,0.1,24.3
3882402101,15.8,1.1,10.6
4106774085,9.8,0.6,24.1
3516580743,15.4,0.2,5.6
2367288803,15.4,0.2,5.6
2437213286,11.1,0.4,12.8
1173446298,14.2,0.0,17.5
2907306299,13.4,0.2,17.8
3368144657,12.7,0.0,13.7
1695056196,15.3,0.0,17.8
3708155386,17.3,0.0,2.3
1494705048,15.2,0.2,10.2
4102351494,21.0,0.0,19.5
402610767,20.0,0.0,14.8
78984685,21.5,0.0,18.8
3818074036,20.8,0.0,15.0
226118420,21.0,0.0,19.5
4021680294,21.0,0.0,19.5
4220394947,20.2,0.0,15.3
3840471336,20.3,0.0,15.1
3507371797,22.8,0.0,16.7
2123324119,17.2,0.0,28.6
2965138220,15.6,0.0,18.6
1045430316,15.8,0.0,8.4
3097635992,17.7,0.1,12.1
690528806,21.1,0.0,15.3
459971274,21.1,0.0,15.3
2271578412,17.9,0.0,7.3
3632631257,19.2,0.0,11.0
221559880,21.1,0.0,15.3
1472506159,21.1,0.0,15.3
2227545451,21.2,0.0,9.4
1378050387,19.1,0.0,18.1
1710588217,20.7,0.0,11.8
1326935535,19.2,0.0,12.4
2091144422,18.1,0.0,13.4
3278232489,23.0,0.0,6.6
3659064697,22.0,0.0,8.3
1145785948,17.9,0.1,10.8
2811391993,18.9,0.0,18.0
211955861,18.9,0.0,15.3
2035259682,22.0,0.0,8.3
2137120519,23.6,0.0,14.5
4044223300,23.6,0.0,14.5
3710539306,19.0,0.0,28.7
216874444,16.8,0.7,22.4
1406302690,15.9,3.1,13.4
2601546207,15.9,3.1,13.4
326760228,16.4,0.0,19.7
3919872902,18.4,0.0,16.0
1848234072,15.9,3.1,13.4
2115096455,15.9,0.3,12.9
3248547382,17.4,0.1,34.1
2606412936,15.5,0.0,31.6
4150492041,16.3,0.2,26.6
2549523577,20.8,0.0,26.5
131516704,20.8,0.0,26.5
4257503513,19.2,0.0,17.3
271005513,19.6,0.0,26.3
887427221,18.4,0.0,24.1
1526857866,19.6,0.0,23.2
4179981165,20.8,0.0,26.5
1975621203,26.8,0.0,17.5
414902096,15.7,2.1,15.2
2326408082,19.8,6.1,13.0
883731479,16.5,0.0,13.8
356228074,16.1,0.0,12.4
2990348509,18.6,0.0,13.7
210940067,18.6,0.0,13.7
3324823652,17.8,0.0,20.2
2127043822,18.0,0.0,20.4
775590126,16.7,0.0,19.1
3634922534,16.2,0.0,15.4
1700965338,19.2,0.0,17.8
232292555,15.3,0.0,13.5
1065902598,22.9,0.0,14.8
1280066158,20.5,0.3,13.0
166871005,22.9,0.0,14.8
853465549,21.8,0.1,15.8
1220313379,20.6,0.0,18.7
650108661,20.9,0.1,13.8
2252148133,22.9,0.0,14.8
607841059,22.9,0.0,14.8
265486986,18.4,0.2,16.4
3144059458,15.3,1.6,25.5
210793121,10.9,0.1,11.7
3389179221,13.4,0.0,12.6
432867075,13.4,0.0,12.6
294908146,13.4,0.0,12.6
3702077344,13.2,0.0,18.4
781066183,12.8,0.0,15.8
3952303547,12.9,0.0,11.3
36793399,13.8,0.0,24.6
3482139112,13.7,0.0,26.5
3087295448,15.8,0.0,32.4
1795925340,16.6,0.0,17.3
960484814,16.6,0.0,17.3
4170299753,16.6,0.0,17.3
3864389106,15.9,0.0,23.7
3342478020,16.0,0.0,21.9
888031273,16.6,0.0,17.3
4111082703,15.8,0.0,30.2
1117130534,12.9,0.0,19.3
