asof,team,player,pos,mins_7d,mins_14d,mins_30d,mins_season,starts_season
2026-07-02,1. FSV Mainz 05,A. Sieb,FW,0.0,0.0,0.0,0,0
2026-07-02,1. FSV Mainz 05,D. Kohr,MF,0.0,0.0,0.0,0,0
2026-07-02,1. FSV Mainz 05,A. Caci,DF,0.0,0.0,0.0,0,0
2026-07-02,1. FSV Mainz 05,L. Maloney,MF,0.0,0.0,0.0,0,0
2026-07-02,1. FSV Mainz 05,N. Weiper,FW,0.0,0.0,0.0,0,0
2026-07-02,1. FSV Mainz 05,R. Zentner,GK,0.0,0.0,0.0,0,0
2026-07-02,1. FSV Mainz 05,N. Veratschnig,DF,0.0,0.0,0.0,0,0
2026-07-02,1. FSV Mainz 05,S. Kawasaki,MF,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,Z. Athekame,DF,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,R. Loftus-Cheek,MF,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,S. Giménez,FW,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,C. Pulišić,MF,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,S. Ricci,MF,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,M. Pittarella,GK,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,P. Terracciano,GK,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,K. De Winter,DF,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,D. Bartesaghi,DF,0.0,0.0,0.0,0,0
2026-07-02,AC Milan,N. Füllkrug,FW,0.0,0.0,0.0,0,0
2026-07-02,AC Oulu,S. Sipola,DF,0.0,0.0,0.0,0,0
2026-07-02,AC Oulu,J. Mäkeläinen,MF,0.0,0.0,0.0,0,0
2026-07-02,AC Oulu,N. Jokelainen,MF,0.0,0.0,0.0,0,0
2026-07-02,AC Oulu,K. Jatta,FW,0.0,0.0,0.0,0,0
2026-07-02,AC Oulu,N. Schulz,GK,0.0,0.0,0.0,0,0
2026-07-02,AC Oulu,A. Lietsa,DF,0.0,0.0,0.0,0,0
2026-07-02,AC Oulu,A. Cassama,DF,0.0,0.0,0.0,0,0
2026-07-02,AC Oulu,S. Silander,DF,0.0,0.0,0.0,0,0
2026-07-02,AC Oulu,M. Ojala,MF,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,S. Sánchez,FW,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,M. Domenech,FW,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,J. Matos,DF,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,G. Almenara,DF,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,J. Campaña,MF,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,Y. Cantero,DF,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,A. Betancourt,MF,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,Anuar,MF,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,A. Caparrós,DF,0.0,0.0,0.0,0,0
2026-07-02,AD Ceuta,‪I. Schor,FW,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,K. Roukounakis,MF,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,M. Tavares,FW,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,D. Theodoridis,FW,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,H. Sousa,DF,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,D. Simón,DF,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,A. Tsilingiris,GK,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,V. Xenopoulos,GK,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,T. Faitakis,DF,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,A. Pothas,MF,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,L. Villafáñez,MF,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,C. Nunnely,FW,0.0,0.0,0.0,0,0
2026-07-02,AE Kifisia,P. Mijić,FW,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,J. Penrice,DF,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,J. Mário,MF,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,L. Jović,FW,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,N. Eliasson,MF,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,A. Brignoli,GK,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,D. Vida,DF,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,M. Grujić,MF,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,P. Mantalos,MF,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,R. Ljubičić,MF,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,D. Kutesa,MF,0.0,0.0,0.0,0,0
2026-07-02,AEK Athens,M. Gaćinović,MF,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,J. Atanasov,MF,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,D. K. Ólafsson,DF,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,P. Sisto,FW,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,L. Garate,FW,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,G. Kakuta,MF,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,N. Melissas,GK,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,K. Grozos,DF,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,E. Pantelakis,DF,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,L. Andrada,MF,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,P. Staikos,MF,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,Z. Chatzistravos,MF,0.0,0.0,0.0,0,0
2026-07-02,AEL Novibet,J. Ngoy,FW,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,O. Safronov,DF,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,D. Yanakov,FW,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,V. Pop,MF,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,G. Dahan,FW,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,E. Orozco,DF,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,D. Rusu,GK,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,A. Dorobanțu,DF,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,A. Dragu,DF,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,C. Toma,DF,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,L. Vlasceanu,DF,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,M. Lemnaru,MF,0.0,0.0,0.0,0,0
2026-07-02,AFC Unirea 04 Slobozia,N. Carnat,FW,0.0,0.0,0.0,0,0
2026-07-02,AIK,M. Thychosen,DF,0.0,0.0,0.0,0,0
2026-07-02,AIK,Y. Geiger,MF,0.0,0.0,0.0,0,0
2026-07-02,AIK,K. Filling,FW,0.0,0.0,0.0,0,0
2026-07-02,AIK,A. Kouame,MF,0.0,0.0,0.0,0,0
2026-07-02,AIK,K. Joelsson,GK,0.0,0.0,0.0,0,0
2026-07-02,AIK,S. Papagiannopoulos,DF,0.0,0.0,0.0,0,0
2026-07-02,AIK,V. Andersson,MF,0.0,0.0,0.0,0,0
2026-07-02,AIK,T. Ayari,MF,0.0,0.0,0.0,0,0
2026-07-02,AIK,S. Gustafsson,FW,0.0,0.0,0.0,0,0
2026-07-02,AIK,A. Mujanić,MF,0.0,0.0,0.0,0,0
2026-07-02,AIK,C. Pavey,DF,0.0,0.0,0.0,0,0
2026-07-02,AIK,A. Faqa,DF,0.0,0.0,0.0,0,0
2026-07-02,AIK,A. Ali,MF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,E. Çokaj,MF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,O. Ozegović,FW,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,T. Filon,DF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,C. Papadopoulos,MF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,G. Manthatis,MF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,Y. Lodygin,GK,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,H. Magnússon,DF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,G. Balzi,MF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,P. Symelidis,MF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,B. Verbič,MF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,G. Kosti,MF,0.0,0.0,0.0,0,0
2026-07-02,APO Levadiakos,F. Pedrozo,FW,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,Quini,DF,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,G. Tzovaras,FW,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,P. Tsantilas,FW,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,T. v. Weert,FW,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,S. Abartzidis,MF,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,L. Gugeshashvili,GK,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,L. Choutesiotis,GK,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,D. Tsakmakis,DF,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,Mansur,DF,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,T. Tsingaras,MF,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,A. Karamanis,DF,0.0,0.0,0.0,0,0
2026-07-02,APS Atromitos Athinon,K. Batos,MF,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,J. Ech-Chammakh,DF,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,J. E. Khfiyef,FW,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,N. Mbemba,MF,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,H. Khabba,FW,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,T. Razko,MF,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,H. Mesbahi,GK,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,A. A. Khassou,DF,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,N. M. E. Abd,DF,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,R. Coutinho,FW,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,A. Hadraf,MF,0.0,0.0,0.0,0,0
2026-07-02,AS FAR Rabat,Y. E. Fahli,FW,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,S. El Shaarawy,FW,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,D. Ghilardi,DF,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,P. Dybala,FW,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,J. Ziółkowski,DF,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,R. Vaz,FW,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,G. D. Marzi,GK,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,P. Gollini,GK,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,K. Tsimikas,DF,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,D. Rensch,DF,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,Angeliño,DF,0.0,0.0,0.0,0,0
2026-07-02,AS Roma,L. Venturino,FW,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,R. Rabeh,GK,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,J. Khmiri,DF,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,A. Mosbahi,DF,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,I. E. Abed,MF,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,D. B. Yahmed,FW,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,M. B. Cherifia,GK,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,M. F. Amri,DF,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,M. Kamoun,MF,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,A. Mesbah,MF,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,F. Belaili,FW,0.0,0.0,0.0,0,0
2026-07-02,AS Soliman,A. Mouati,MF,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,P. Koopmeiners,MF,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,W. Patati,FW,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,B. Kovács,FW,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,M. Meerdink,FW,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,H. Verhulst,GK,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,S. Maikuma,DF,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,M. Chávez,DF,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,R. Ichihara,DF,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,K. Boogaard,MF,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,A. Oufkir,FW,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,M. Šín,MF,0.0,0.0,0.0,0,0
2026-07-02,AZ Alkmaar,I. Sadiq,FW,0.0,0.0,0.0,0,0
2026-07-02,Aalesunds FK,U. Syversen,DF,0.0,0.0,0.0,0,0
2026-07-02,Aalesunds FK,D. S. Jóhannsson,MF,0.0,0.0,0.0,0,0
2026-07-02,Aalesunds FK,M. Andresen,DF,0.0,0.0,0.0,0,0
2026-07-02,Aalesunds FK,H. B. Hammer,MF,0.0,0.0,0.0,0,0
2026-07-02,Aalesunds FK,E. H. Myrlid,FW,0.0,0.0,0.0,0,0
2026-07-02,Aalesunds FK,T. E. Larsen,GK,0.0,0.0,0.0,0,0
2026-07-02,Aalesunds FK,S. Haram,DF,0.0,0.0,0.0,0,0
2026-07-02,Aalesunds FK,E. H. Osenbroch,MF,0.0,0.0,0.0,0,0
2026-07-02,Aberdeen,M. Frame,DF,0.0,0.0,0.0,0,0
2026-07-02,Aberdeen,G. Shinnie,MF,0.0,0.0,0.0,0,0
2026-07-02,Aberdeen,N. Devlin,DF,0.0,0.0,0.0,0,0
2026-07-02,Aberdeen,L. Cameron,MF,0.0,0.0,0.0,0,0
2026-07-02,Aberdeen,A. Palaversa,MF,0.0,0.0,0.0,0,0
2026-07-02,Aberdeen,N. Suman,GK,0.0,0.0,0.0,0,0
2026-07-02,Aberdeen,E. Bwomono,DF,0.0,0.0,0.0,0,0
2026-07-02,Aberdeen,K. Bilalovic,MF,0.0,0.0,0.0,0,0
2026-07-02,Aberdeen,T. Keskinen,FW,0.0,0.0,0.0,0,0
2026-07-02,Abia Warriors,J. Nmecha,GK,0.0,0.0,0.0,0,0
2026-07-02,Abia Warriors,A. Abalogu,DF,0.0,0.0,0.0,0,0
2026-07-02,Abia Warriors,A. Somiari,DF,0.0,0.0,0.0,0,0
2026-07-02,Abia Warriors,S. Asiegbu,MF,0.0,0.0,0.0,0,0
2026-07-02,Abia Warriors,Y. Hameed,MF,0.0,0.0,0.0,0,0
2026-07-02,Abia Warriors,O. Osoboh,MF,0.0,0.0,0.0,0,0
2026-07-02,Abia Warriors,C. Merpring,FW,0.0,0.0,0.0,0,0
2026-07-02,Abia Warriors,I. Alonge,FW,0.0,0.0,0.0,0,0
2026-07-02,Abia Warriors,C. Azubuike,MF,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,E. Pernia,FW,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,P. Lima,MF,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,H. Linares,DF,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,G. Meléndez,DF,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,L. Casiani,DF,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,G. Bortagaray,DF,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,J. H. Chávez,FW,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,J. Marchán,MF,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,H. Contreras,MF,0.0,0.0,0.0,0,0
2026-07-02,Academia Puerto Cabello,J. Barros,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,M. Bakor,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,M. Abdulrahman,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,E. A. Muwallad,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,R. Mathias,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,S. Abdullah,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,A. A. Sanbi,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,A. Abdo,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,Y. Madani,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,M. Dams,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,M. Gonçalves,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,S. Aboulshamat,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ahli,Z. Aljohani,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,A. Hawsawi,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,A. Mukhtar,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,M. A. Khayrallah,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,A. Hindi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,A. Madu,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,A. Maghfori,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,A. A. Ghamdi,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,F. A. Ghamdi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,J. A. Al-Salem,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ettifaq,R. Al-Oteibi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fateh,J. Fernandes,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fateh,Z. Youssef,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fateh,F. Zubaidi,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Fateh,M. A. Obod,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Fateh,S. A. Tumbukti,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fateh,A. Al-Anazi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fateh,A. Al-Bukhari,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Fateh,H. Qasim,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fateh,O. Al-Othman,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,S. A. Dahal,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,S. Ganvoula,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,J. Kanon,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,S. Vrontis,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,M. Al-Beshe,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,S. A. Shammari,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,Z. Al-Sahafi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,A. Al-Khaibari,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,N. Al-Harthi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,A. A. Anzi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Fayha,Jason,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Hazem,M. Al-Yami,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Hazem,E. Mokwana,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Hazem,Y. Al-Shammari,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Hazem,A. B. Dieng,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Hazem,M. Carvalho,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Hazem,A. Al-Harajin,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Hazem,I. Zaied,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Hazem,A. Boutouil,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Hazem,A. Al-Harbi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Hilal,M. Al-Harbi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Hilal,H. Altambakti,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Hilal,A. Darisi,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Hilal,S. Al-Dawsari,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Hilal,K. Benzema,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Hilal,A. A. Rasen,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Hilal,M. A. Hawsawi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ittihad,M. Shanqeeti,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ittihad,M. Diaby,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ittihad,A. Al Bishi,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ittihad,F. Al-Ghamdi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ittihad,A. Al-Ghamdi,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Ittihad,M. Al-Absi,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Ittihad,O. A. Mermesh,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Ittihad,M. Barnawi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Ittihad,H. Al-Ghamdi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,H. Al-Jayzani,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,H. A. A. Issa,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,B. Munshi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,T. A. Khaibri,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,M. Al-Haidari,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,B. A. Mutairi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,A. Al-Haydar,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,A. Al-Salem,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,S. Al-Amri,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,B. Schenkeveld,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,A. Mboge,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,M. Alghanem,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Khaleej,S. A. Hamsal,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Kholood,M. Sawan,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Kholood,A. Al-Safri,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Kholood,M. M. Alshammari,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Kholood,R. A. Mutairi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Kholood,J. A. Dawsari,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Kholood,H. Al-Asmari,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Kholood,R. A. b. Jaman,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Kholood,Adi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,A. Al-Hawsawi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,D. Tijanič,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,R. Al-Tulayhi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,W. A. Enazi,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,K. Al-Shammari,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,M. Dawran,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,G. Rodrigues,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,M. M. Sharrahi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,H. Al-Dubais,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,Lázaro,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Najma SC,N. Al-Hawsawi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,A. Yahya,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,S. Al-Nasser,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,S. Al-Ghannam,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,A. Al-Hamdan,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,A. Ghareeb,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,A. Al-Otaibi,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,N. A. Sharari,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,A. Al-Hassan,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,M. Marran,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,N. Boushal,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Nassr,S. Alnajdi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Okhdood,M. A. Abd,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Okhdood,M. A. Jahif,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Okhdood,M. Alqaydhi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Okhdood,G. Hawsawi,DF,0.0,0.0,0.0,0,0
2026-07-02,Al-Okhdood,K. Al-Lazam,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Okhdood,R. Najjar,GK,0.0,0.0,0.0,0,0
2026-07-02,Al-Okhdood,S. Salem,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Okhdood,A. Majrashi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Okhdood,S. Al-Harthi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Qadsiah,G. Carvalho,FW,0.0,0.0,0.0,0,0
2026-07-02,Al-Qadsiah,A. Hazazi,MF,0.0,0.0,0.0,0,0
2026-07-02,Al-Qadsiah,A. Al-Kassar,GK,0.0,0.0,0.0,0,0
