season,week,home_team,away_team,total_line,over_odds,under_odds,n_books
2021,1.0,UNLV,Eastern Washington,66.0,,,3.0
2021,1.0,USC,San José State,61.0,,,5.0
2021,1.0,UTEP,Bethune-Cookman,52.5,,,1.0
2021,1.0,Utah,Weber State,49.0,,,3.0
2021,1.0,Vanderbilt,East Tennessee State,45.0,,,3.0
2021,1.0,Virginia,William & Mary,52.5,,,3.0
2021,1.0,Virginia Tech,Maryland,55.5,,,4.0
2021,1.0,Virginia Tech,North Carolina,63.5,,,5.0
2021,1.0,Wake Forest,Old Dominion,61.5,,,5.0
2021,1.0,Washington,Montana,54.0,,,3.0
2021,1.0,Washington State,Utah State,66.5,,,5.0
2021,1.0,Western Kentucky,UT Martin,58.5,,,1.0
2021,1.0,Wisconsin,Penn State,48.5,,,5.0
2021,1.0,Wyoming,Kent State,60.5,,,4.0
2021,1.0,Wyoming,Montana State,45.0,,,3.0
2021,2.0,Akron,Temple,51.5,,,5.0
2021,2.0,Alabama,Mercer,60.5,,,1.0
2021,2.0,Arizona,San Diego State,46.5,,,5.0
2021,2.0,Arizona State,UNLV,55.5,,,5.0
2021,2.0,Arkansas,Texas,57.5,,,5.0
2021,2.0,Arkansas State,Memphis,64.5,,,5.0
2021,2.0,Army,Western Kentucky,52.0,,,5.0
2021,2.0,Auburn,Alabama State,60.0,,,3.0
2021,2.0,BYU,Utah,50.0,,,5.0
2021,2.0,Baylor,Texas Southern,53.0,,,3.0
2021,2.0,Boise State,UTEP,56.5,,,5.0
2021,2.0,Bowling Green,South Alabama,48.0,,,5.0
2021,2.0,Central Michigan,Robert Morris,53.5,,,3.0
2021,2.0,Charlotte,Gardner-Webb,58.0,,,1.0
2021,2.0,Cincinnati,Murray State,51.5,,,3.0
2021,2.0,Clemson,South Carolina State,56.0,,,3.0
2021,2.0,Coastal Carolina,Kansas,52.0,,,5.0
2021,2.0,Colorado,Texas A&M,50.0,,,5.0
2021,2.0,Colorado State,Vanderbilt,52.0,,,5.0
2021,2.0,Duke,North Carolina A&T,56.0,,,3.0
2021,2.0,East Carolina,South Carolina,56.5,,,5.0
2021,2.0,Florida Atlantic,Georgia Southern,48.5,,,5.0
2021,2.0,Florida International,Texas State,55.5,,,5.0
2021,2.0,Florida State,Jacksonville State,56.5,,,3.0
2021,2.0,Fresno State,Cal Poly,59.5,,,3.0
2021,2.0,Georgia,UAB,44.0,,,5.0
2021,2.0,Georgia Tech,Kennesaw State,53.0,,,1.0
2021,2.0,Indiana,Idaho,52.5,,,1.0
2021,2.0,Iowa State,Iowa,45.0,,,5.0
2021,2.0,Kansas State,Southern Illinois,55.0,,,3.0
2021,2.0,Kent State,VMI,72.5,,,3.0
2021,2.0,Kentucky,Missouri,56.5,,,5.0
2021,2.0,LSU,McNeese,66.0,,,3.0
2021,2.0,Louisiana,Nicholls,65.0,,,2.0
2021,2.0,Louisiana Tech,SE Louisiana,70.5,,,3.0
2021,2.0,Louisville,Eastern Kentucky,62.5,,,3.0
2021,2.0,Marshall,North Carolina Central,53.5,,,3.0
2021,2.0,Maryland,Howard,56.0,,,3.0
2021,2.0,Massachusetts,Boston College,57.0,,,5.0
2021,2.0,Miami,App State,54.5,,,5.0
2021,2.0,Michigan,Washington,47.5,,,5.0
2021,2.0,Michigan State,Youngstown State,52.0,,,3.0
2021,2.0,Minnesota,Miami (OH),55.0,,,5.0
2021,2.0,Mississippi State,NC State,55.5,,,5.0
2021,2.0,Navy,Air Force,39.5,,,5.0
2021,2.0,Nebraska,Buffalo,54.5,,,5.0
2021,2.0,Nevada,Idaho State,56.5,,,3.0
2021,2.0,New Mexico,New Mexico State,55.5,,,5.0
2021,2.0,North Carolina,Georgia State,65.5,,,5.0
2021,2.0,Northern Illinois,Wyoming,44.5,,,5.0
2021,2.0,Northwestern,Indiana State,46.0,,,3.0
2021,2.0,Notre Dame,Toledo,55.5,,,5.0
2021,2.0,Ohio,Duquesne,49.0,,,3.0
2021,2.0,Ohio State,Oregon,65.0,,,5.0
2021,2.0,Oklahoma,Western Carolina,66.0,,,3.0
2021,2.0,Oklahoma State,Tulsa,51.0,,,5.0
2021,2.0,Old Dominion,Hampton,55.0,,,3.0
2021,2.0,Ole Miss,Austin Peay,69.5,,,3.0
2021,2.0,Oregon State,Hawai'i,65.0,,,5.0
2021,2.0,Penn State,Ball State,58.0,,,5.0
2021,2.0,Rice,Houston,50.5,,,5.0
2021,2.0,SMU,North Texas,75.5,,,5.0
2021,2.0,South Florida,Florida,57.0,,,5.0
2021,2.0,Southern Miss,Grambling,47.5,,,3.0
2021,2.0,Syracuse,Rutgers,50.5,,,5.0
2021,2.0,TCU,California,46.5,,,5.0
2021,2.0,Tennessee,Pittsburgh,56.0,,,5.0
2021,2.0,Texas Tech,Stephen F. Austin,51.5,,,3.0
2021,2.0,Troy,Liberty,62.5,,,5.0
2021,2.0,Tulane,Morgan State,58.0,,,3.0
2021,2.0,UCF,Bethune-Cookman,67.0,,,1.0
2021,2.0,UConn,Purdue,57.0,,,5.0
2021,2.0,USC,Stanford,53.5,,,5.0
2021,2.0,UTSA,Lamar,65.0,,,3.0
2021,2.0,Utah State,North Dakota,54.0,,,3.0
2021,2.0,Virginia,Illinois,57.0,,,5.0
2021,2.0,Virginia Tech,Middle Tennessee,54.5,,,5.0
2021,2.0,Wake Forest,Norfolk State,58.0,,,3.0
2021,2.0,Washington State,Portland State,65.5,,,3.0
2021,2.0,West Virginia,Long Island University,56.0,,,2.0
2021,2.0,Western Michigan,Illinois State,56.5,,,3.0
2021,2.0,Wisconsin,Eastern Michigan,52.0,,,5.0
2021,3.0,Air Force,Utah State,54.0,,,5.0
2021,3.0,Akron,Bryant,49.5,,,3.0
2021,3.0,App State,Elon,52.5,,,3.0
2021,3.0,Arizona,Northern Arizona,53.5,,,3.0
2021,3.0,Arkansas,Georgia Southern,52.5,,,5.0
2021,3.0,Army,UConn,48.0,,,5.0
2021,3.0,BYU,Arizona State,50.5,,,5.0
2021,3.0,Boise State,Oklahoma State,58.0,,,5.0
2021,3.0,Bowling Green,Murray State,44.0,,,3.0
2021,3.0,Buffalo,Coastal Carolina,58.0,,,5.0
2021,3.0,California,Sacramento State,49.0,,,3.0
2021,3.0,Clemson,Georgia Tech,52.5,,,5.0
2021,3.0,Colorado,Minnesota,49.0,,,5.0
2021,3.0,Duke,Northwestern,50.0,,,5.0
2021,3.0,Florida,Alabama,60.0,,,5.0
2021,3.0,Florida Atlantic,Fordham,51.5,,,3.0
2021,3.0,Georgia,South Carolina,47.5,,,5.0
2021,3.0,Georgia State,Charlotte,63.0,,,5.0
2021,3.0,Hawai'i,San José State,62.5,,,5.0
2021,3.0,Houston,Grambling,51.5,,,3.0
2021,3.0,Illinois,Maryland,61.5,,,5.0
2021,3.0,Indiana,Cincinnati,50.0,,,4.0
2021,3.0,Iowa,Kent State,55.5,,,5.0
2021,3.0,Kansas,Baylor,48.5,,,5.0
2021,3.0,Kansas State,Nevada,51.0,,,5.0
2021,3.0,Kentucky,Chattanooga,48.0,,,3.0
2021,3.0,LSU,Central Michigan,60.5,,,5.0
2021,3.0,Liberty,Old Dominion,53.0,,,5.0
2021,3.0,Louisiana,Ohio,56.5,,,4.0
2021,3.0,Louisiana Tech,SMU,65.5,,,5.0
2021,3.0,Louisville,UCF,67.5,,,5.0
2021,3.0,Marshall,East Carolina,58.5,,,5.0
2021,3.0,Massachusetts,Eastern Michigan,56.5,,,5.0
2021,3.0,Memphis,Mississippi State,63.5,,,5.0
2021,3.0,Miami,Michigan State,57.5,,,4.0
2021,3.0,Miami (OH),Long Island University,55.5,,,2.0
2021,3.0,Michigan,Northern Illinois,55.0,,,5.0
2021,3.0,Missouri,Southeast Missouri State,59.0,,,2.0
2021,3.0,NC State,Furman,45.0,,,3.0
2021,3.0,New Mexico State,South Carolina State,54.5,,,3.0
2021,3.0,North Carolina,Virginia,66.5,,,5.0
2021,3.0,North Texas,UAB,58.0,,,5.0
2021,3.0,Notre Dame,Purdue,58.5,,,5.0
2021,3.0,Ohio State,Tulsa,60.5,,,5.0
2021,3.0,Oklahoma,Nebraska,62.5,,,5.0
2021,3.0,Ole Miss,Tulane,77.0,,,5.0
2021,3.0,Oregon,Stony Brook,54.5,,,3.0
2021,3.0,Oregon State,Idaho,63.5,,,1.0
2021,3.0,Penn State,Auburn,52.5,,,5.0
2021,3.0,Pittsburgh,Western Michigan,58.5,,,5.0
2021,3.0,Rutgers,Delaware,45.0,,,3.0
2021,3.0,San Diego State,Utah,43.0,,,5.0
2021,3.0,South Alabama,Alcorn State,44.5,,,3.0
2021,3.0,South Florida,Florida A&M,49.5,,,3.0
2021,3.0,Southern Miss,Troy,49.5,,,5.0
2021,3.0,Syracuse,UAlbany,41.0,,,3.0
2021,3.0,Temple,Boston College,55.5,,,5.0
2021,3.0,Tennessee,Tennessee Tech,53.0,,,3.0
2021,3.0,Texas,Rice,52.0,,,5.0
2021,3.0,Texas A&M,New Mexico,49.5,,,5.0
2021,3.0,Texas State,Incarnate Word,70.0,,,3.0
2021,3.0,Texas Tech,Florida International,54.0,,,5.0
2021,3.0,Toledo,Colorado State,59.0,,,5.0
2021,3.0,UCLA,Fresno State,64.0,,,5.0
2021,3.0,UL Monroe,Jackson State,52.0,,,3.0
2021,3.0,UNLV,Iowa State,52.5,,,5.0
2021,3.0,UTSA,Middle Tennessee,59.5,,,5.0
2021,3.0,Vanderbilt,Stanford,49.0,,,5.0
2021,3.0,Wake Forest,Florida State,62.5,,,5.0
2021,3.0,Washington,Arkansas State,58.5,,,5.0
2021,3.0,Washington State,USC,61.0,,,5.0
2021,3.0,West Virginia,Virginia Tech,49.5,,,5.0
2021,3.0,Wyoming,Ball State,53.0,,,5.0
2021,4.0,Air Force,Florida Atlantic,54.0,,,4.0
2021,4.0,Alabama,Southern Miss,57.75,,,4.0
2021,4.0,App State,Marshall,59.25,,,4.0
2021,4.0,Arizona State,Colorado,45.5,,,4.0
2021,4.0,Arkansas,Texas A&M,47.0,,,4.0
2021,4.0,Army,Miami (OH),48.75,,,4.0
2021,4.0,Auburn,Georgia State,57.5,,,4.0
2021,4.0,BYU,South Florida,54.5,,,4.0
2021,4.0,Ball State,Toledo,56.5,,,4.0
2021,4.0,Baylor,Iowa State,46.0,,,4.0
2021,4.0,Boston College,Missouri,58.0,,,4.0
2021,4.0,Central Michigan,Florida International,55.5,,,4.0
2021,4.0,Charlotte,Middle Tennessee,55.5,,,4.0
2021,4.0,Coastal Carolina,Massachusetts,66.0,,,4.0
2021,4.0,Duke,Kansas,57.5,,,4.0
2021,4.0,East Carolina,Charleston Southern,59.0,,,3.0
2021,4.0,Eastern Michigan,Texas State,62.25,,,4.0
2021,4.0,Florida,Tennessee,64.75,,,4.0
2021,4.0,Florida State,Louisville,60.75,,,4.0
2021,4.0,Fresno State,UNLV,59.0,,,4.0
2021,4.0,Georgia Southern,Louisiana,54.5,,,4.0
2021,4.0,Georgia Tech,North Carolina,65.25,,,4.0
2021,4.0,Houston,Navy,47.0,,,4.0
2021,4.0,Iowa,Colorado State,43.75,,,4.0
2021,4.0,Louisiana Tech,North Texas,65.25,,,4.0
2021,4.0,Maryland,Kent State,71.5,,,4.0
2021,4.0,Memphis,UTSA,66.5,,,4.0
2021,4.0,Miami,Central Connecticut,55.5,,,3.0
2021,4.0,Michigan,Rutgers,50.0,,,4.0
2021,4.0,Michigan State,Nebraska,54.75,,,4.0
2021,4.0,Minnesota,Bowling Green,51.0,,,4.0
2021,4.0,Mississippi State,LSU,55.0,,,4.0
2021,4.0,NC State,Clemson,47.5,,,4.0
2021,4.0,New Mexico State,Hawai'i,63.0,,,4.0
2021,4.0,Northern Illinois,Maine,62.0,,,3.0
2021,4.0,Northwestern,Ohio,47.5,,,4.0
2021,4.0,Ohio State,Akron,66.5,,,4.0
2021,4.0,Oklahoma,West Virginia,56.5,,,4.0
2021,4.0,Oklahoma State,Kansas State,47.5,,,4.0
2021,4.0,Old Dominion,Buffalo,50.5,,,4.0
2021,4.0,Oregon,Arizona,58.75,,,4.0
2021,4.0,Penn State,Villanova,53.0,,,3.0
2021,4.0,Pittsburgh,New Hampshire,53.0,,,3.0
2021,4.0,Purdue,Illinois,53.25,,,4.0
2021,4.0,Rice,Texas Southern,53.5,,,3.0
2021,4.0,San Diego State,Towson,41.0,,,3.0
2021,4.0,South Carolina,Kentucky,49.0,,,4.0
2021,4.0,Stanford,UCLA,60.0,,,4.0
2021,4.0,Syracuse,Liberty,54.0,,,4.0
2021,4.0,TCU,SMU,65.5,,,4.0
2021,4.0,Temple,Wagner,54.5,,,3.0
2021,4.0,Texas,Texas Tech,62.75,,,4.0
2021,4.0,Tulane,UAB,54.5,,,4.0
2021,4.0,Tulsa,Arkansas State,65.0,,,4.0
2021,4.0,UConn,Wyoming,53.5,,,4.0
2021,4.0,UL Monroe,Troy,49.5,,,4.0
2021,4.0,USC,Oregon State,62.75,,,4.0
2021,4.0,UTEP,New Mexico,54.0,,,4.0
2021,4.0,Utah,Washington State,53.25,,,4.0
2021,4.0,Utah State,Boise State,69.5,,,4.0
2021,4.0,Vanderbilt,Georgia,54.25,,,4.0
2021,4.0,Virginia,Wake Forest,71.0,,,4.0
2021,4.0,Virginia Tech,Richmond,50.0,,,3.0
2021,4.0,Washington,California,47.5,,,4.0
2021,4.0,Western Kentucky,Indiana,62.75,,,4.0
2021,4.0,Western Michigan,San José State,61.75,,,4.0
2021,4.0,Wisconsin,Notre Dame,44.0,,,4.0
2021,5.0,Akron,Ohio,55.0,,,4.0
2021,5.0,Alabama,Ole Miss,79.5,,,4.0
2021,5.0,Ball State,Army,47.25,,,4.0
2021,5.0,Boise State,Nevada,59.0,,,4.0
2021,5.0,Buffalo,Western Michigan,59.5,,,4.0
2021,5.0,California,Washington State,52.5,,,4.0
2021,5.0,Clemson,Boston College,46.5,,,4.0
2021,5.0,Coastal Carolina,UL Monroe,57.5,,,4.0
2021,5.0,Colorado,USC,51.0,,,4.0
2021,5.0,East Carolina,Tulane,64.5,,,4.0
2021,5.0,Florida Atlantic,Florida International,52.0,,,4.0
2021,5.0,Florida State,Syracuse,50.25,,,4.0
2021,5.0,Georgia,Arkansas,48.5,,,4.0
2021,5.0,Georgia Southern,Arkansas State,66.25,,,4.0
2021,5.0,Georgia State,App State,54.5,,,4.0
2021,5.0,Georgia Tech,Pittsburgh,57.5,,,4.0
2021,5.0,Hawai'i,Fresno State,64.25,,,4.0
2021,5.0,Illinois,Charlotte,54.0,,,4.0
2021,5.0,Iowa State,Kansas,57.0,,,4.0
2021,5.0,Kansas State,Oklahoma,53.0,,,4.0
2021,5.0,Kent State,Bowling Green,56.0,,,4.0
2021,5.0,Kentucky,Florida,56.5,,,4.0
2021,5.0,LSU,Auburn,56.0,,,4.0
2021,5.0,Maryland,Iowa,47.5,,,4.0
2021,5.0,Massachusetts,Toledo,56.5,,,4.0
2021,5.0,Miami,Virginia,63.5,,,4.0
2021,5.0,Miami (OH),Central Michigan,56.0,,,4.0
2021,5.0,Michigan State,Western Kentucky,66.5,,,4.0
2021,5.0,Middle Tennessee,Marshall,65.75,,,4.0
2021,5.0,Missouri,Tennessee,66.25,,,4.0
2021,5.0,NC State,Louisiana Tech,56.0,,,4.0
2021,5.0,Navy,UCF,52.5,,,4.0
2021,5.0,Nebraska,Northwestern,51.5,,,4.0
2021,5.0,New Mexico,Air Force,45.5,,,4.0
2021,5.0,North Carolina,Duke,74.0,,,4.0
2021,5.0,Northern Illinois,Eastern Michigan,62.25,,,4.0
2021,5.0,Notre Dame,Cincinnati,50.0,,,4.0
2021,5.0,Oklahoma State,Baylor,47.0,,,4.0
2021,5.0,Oregon State,Washington,57.5,,,4.0
2021,5.0,Penn State,Indiana,54.0,,,4.0
2021,5.0,Purdue,Minnesota,46.0,,,4.0
2021,5.0,Rice,Southern Miss,45.0,,,4.0
2021,5.0,Rutgers,Ohio State,58.0,,,4.0
2021,5.0,SMU,South Florida,68.5,,,4.0
2021,5.0,San José State,New Mexico State,51.5,,,4.0
2021,5.0,South Alabama,Louisiana,52.75,,,4.0
2021,5.0,South Carolina,Troy,43.5,,,4.0
2021,5.0,Stanford,Oregon,57.5,,,4.0
2021,5.0,TCU,Texas,65.5,,,4.0
2021,5.0,Temple,Memphis,58.5,,,4.0
2021,5.0,Texas A&M,Mississippi State,45.5,,,4.0
2021,5.0,Tulsa,Houston,54.0,,,4.0
2021,5.0,UAB,Liberty,49.0,,,4.0
2021,5.0,UCLA,Arizona State,56.0,,,4.0
2021,5.0,UTEP,Old Dominion,48.5,,,4.0
2021,5.0,UTSA,UNLV,55.5,,,4.0
2021,5.0,Utah State,BYU,65.75,,,4.0
2021,5.0,Vanderbilt,UConn,51.25,,,4.0
2021,5.0,Wake Forest,Louisville,64.5,,,4.0
2021,5.0,West Virginia,Texas Tech,55.25,,,4.0
2021,5.0,Wisconsin,Michigan,43.5,,,4.0
2021,6.0,Air Force,Wyoming,46.5,,,4.0
2021,6.0,Arizona,UCLA,60.75,,,4.0
2021,6.0,Arizona State,Stanford,53.5,,,4.0
2021,6.0,Arkansas State,Coastal Carolina,74.5,,,4.0
2021,6.0,Auburn,Georgia,45.5,,,4.0
2021,6.0,BYU,Boise State,58.0,,,4.0
2021,6.0,Baylor,West Virginia,45.0,,,4.0
2021,6.0,Bowling Green,Akron,46.0,,,4.0
2021,6.0,Cincinnati,Temple,52.5,,,4.0
2021,6.0,Colorado State,San José State,44.5,,,4.0
2021,6.0,Duke,Georgia Tech,60.5,,,4.0
2021,6.0,Eastern Michigan,Miami (OH),58.5,,,4.0
2021,6.0,Florida,Vanderbilt,60.0,,,4.0
2021,6.0,Florida International,Charlotte,60.75,,,4.0
2021,6.0,Illinois,Wisconsin,42.0,,,4.0
2021,6.0,Iowa,Penn State,41.0,,,4.0
2021,6.0,Kent State,Buffalo,66.0,,,4.0
2021,6.0,Kentucky,LSU,50.5,,,4.0
2021,6.0,Liberty,Middle Tennessee,58.75,,,4.0
2021,6.0,Louisville,Virginia,69.5,,,4.0
2021,6.0,Marshall,Old Dominion,62.5,,,4.0
2021,6.0,Massachusetts,UConn,57.0,,,4.0
2021,6.0,Missouri,North Texas,69.0,,,4.0
2021,6.0,Navy,SMU,56.5,,,4.0
2021,6.0,Nebraska,Michigan,50.0,,,4.0
2021,6.0,Nevada,New Mexico State,64.75,,,4.0
2021,6.0,North Carolina,Florida State,64.5,,,4.0
2021,6.0,Ohio,Central Michigan,57.5,,,4.0
2021,6.0,Ohio State,Maryland,71.5,,,4.0
2021,6.0,Ole Miss,Arkansas,66.5,,,4.0
2021,6.0,Rutgers,Michigan State,50.0,,,4.0
2021,6.0,San Diego State,New Mexico,42.5,,,4.0
2021,6.0,Southern Miss,UTEP,46.25,,,4.0
2021,6.0,Syracuse,Wake Forest,58.5,,,4.0
2021,6.0,Tennessee,South Carolina,56.5,,,4.0
2021,6.0,Texas,Oklahoma,65.5,,,4.0
2021,6.0,Texas A&M,Alabama,50.75,,,4.0
2021,6.0,Texas State,South Alabama,52.5,,,4.0
2021,6.0,Texas Tech,TCU,60.5,,,4.0
2021,6.0,Toledo,Northern Illinois,51.0,,,4.0
2021,6.0,Troy,Georgia Southern,50.75,,,4.0
2021,6.0,Tulane,Houston,60.0,,,4.0
2021,6.0,Tulsa,Memphis,60.5,,,4.0
2021,6.0,UAB,Florida Atlantic,49.0,,,4.0
2021,6.0,UCF,East Carolina,65.25,,,4.0
2021,6.0,UL Monroe,Georgia State,49.5,,,4.0
2021,6.0,USC,Utah,52.75,,,4.0
2021,6.0,Virginia Tech,Notre Dame,47.0,,,4.0
2021,6.0,Washington State,Oregon State,59.0,,,4.0
2021,6.0,Western Kentucky,UTSA,71.25,,,4.0
2021,6.0,Western Michigan,Ball State,57.5,,,4.0
2021,7.0,Arkansas,Auburn,54.5,,,4.0
2021,7.0,Baylor,BYU,52.5,,,4.0
2021,7.0,Boise State,Air Force,52.0,,,4.0
2021,7.0,Boston College,NC State,51.0,,,4.0
2021,7.0,Buffalo,Ohio,54.5,,,4.0
2021,7.0,Central Michigan,Toledo,53.0,,,4.0
2021,7.0,Cincinnati,UCF,56.0,,,4.0
2021,7.0,Colorado,Arizona,46.5,,,4.0
2021,7.0,Eastern Michigan,Ball State,55.0,,,4.0
2021,7.0,Georgia,Kentucky,44.5,,,4.0
2021,7.0,Indiana,Michigan State,48.5,,,4.0
2021,7.0,Iowa,Purdue,42.5,,,4.0
2021,7.0,Kansas,Texas Tech,68.0,,,4.0
2021,7.0,Kansas State,Iowa State,51.0,,,4.0
2021,7.0,LSU,Florida,61.0,,,4.0
2021,7.0,Louisiana,App State,57.5,,,4.0
2021,7.0,Memphis,Navy,55.5,,,4.0
2021,7.0,Miami (OH),Akron,51.0,,,4.0
2021,7.0,Minnesota,Nebraska,48.5,,,4.0
2021,7.0,Mississippi State,Alabama,59.5,,,4.0
2021,7.0,Missouri,Texas A&M,59.25,,,4.0
2021,7.0,Nevada,Hawai'i,61.5,,,4.0
2021,7.0,New Mexico,Colorado State,44.75,,,4.0
2021,7.0,North Carolina,Miami,63.5,,,4.0
2021,7.0,North Texas,Marshall,66.0,,,4.0
2021,7.0,Northern Illinois,Bowling Green,44.75,,,4.0
2021,7.0,Northwestern,Rutgers,45.0,,,4.0
2021,7.0,Oklahoma,TCU,64.5,,,4.0
2021,7.0,Old Dominion,Western Kentucky,66.75,,,4.0
2021,7.0,Oregon,California,53.5,,,4.0
2021,7.0,San José State,San Diego State,41.0,,,4.0
2021,7.0,South Alabama,Georgia Southern,49.5,,,4.0
2021,7.0,South Carolina,Vanderbilt,50.0,,,4.0
2021,7.0,South Florida,Tulsa,55.75,,,4.0
2021,7.0,Southern Miss,UAB,43.25,,,4.0
2021,7.0,Syracuse,Clemson,44.0,,,4.0
2021,7.0,Tennessee,Ole Miss,82.25,,,4.0
2021,7.0,Texas,Oklahoma State,61.0,,,4.0
2021,7.0,Texas State,Troy,48.5,,,4.0
2021,7.0,UConn,Yale,46.5,,,3.0
2021,7.0,UL Monroe,Liberty,56.75,,,4.0
2021,7.0,UNLV,Utah State,64.0,,,4.0
2021,7.0,UTEP,Louisiana Tech,55.5,,,4.0
2021,7.0,UTSA,Rice,53.0,,,4.0
2021,7.0,Utah,Arizona State,51.25,,,4.0
2021,7.0,Virginia,Duke,69.5,,,4.0
2021,7.0,Virginia Tech,Pittsburgh,55.75,,,4.0
2021,7.0,Washington,UCLA,55.5,,,4.0
2021,7.0,Washington State,Stanford,53.0,,,4.0
2021,7.0,Western Michigan,Kent State,68.5,,,4.0
2021,7.0,Wisconsin,Army,37.5,,,4.0
2021,7.0,Wyoming,Fresno State,53.5,,,4.0
2021,8.0,Air Force,San Diego State,39.0,,,4.0
2021,8.0,Akron,Buffalo,58.0,,,4.0
2021,8.0,Alabama,Tennessee,68.0,,,4.0
2021,8.0,App State,Coastal Carolina,60.75,,,4.0
2021,8.0,Arizona,Washington,45.5,,,4.0
2021,8.0,Arkansas,Arkansas-Pine Bluff,59.5,,,2.0
2021,8.0,Arkansas State,Louisiana,70.0,,,4.0
2021,8.0,Army,Wake Forest,53.75,,,4.0
2021,8.0,Ball State,Miami (OH),53.0,,,4.0
2021,8.0,Bowling Green,Eastern Michigan,49.5,,,4.0
2021,8.0,California,Colorado,44.0,,,4.0
2021,8.0,Central Michigan,Northern Illinois,56.0,,,4.0
2021,8.0,Charlotte,Florida Atlantic,58.0,,,4.0
2021,8.0,Florida International,Western Kentucky,77.75,,,4.0
2021,8.0,Florida State,Massachusetts,59.0,,,4.0
2021,8.0,Fresno State,Nevada,64.5,,,4.0
2021,8.0,Georgia State,Texas State,58.5,,,4.0
2021,8.0,Hawai'i,New Mexico State,62.75,,,2.0
2021,8.0,Houston,East Carolina,56.5,,,4.0
2021,8.0,Indiana,Ohio State,59.0,,,4.0
2021,8.0,Iowa State,Oklahoma State,47.0,,,4.0
2021,8.0,Kansas,Oklahoma,66.5,,,4.0
2021,8.0,Louisiana Tech,UTSA,59.5,,,4.0
2021,8.0,Louisville,Boston College,57.5,,,4.0
2021,8.0,Miami,NC State,54.5,,,4.0
2021,8.0,Michigan,Northwestern,51.0,,,4.0
2021,8.0,Minnesota,Maryland,53.0,,,4.0
2021,8.0,Navy,Cincinnati,49.25,,,4.0
2021,8.0,North Texas,Liberty,61.0,,,4.0
2021,8.0,Notre Dame,USC,59.5,,,4.0
2021,8.0,Ohio,Kent State,68.5,,,4.0
2021,8.0,Ole Miss,LSU,76.75,,,4.0
2021,8.0,Oregon State,Utah,57.75,,,4.0
2021,8.0,Penn State,Illinois,45.5,,,4.0
2021,8.0,Pittsburgh,Clemson,47.0,,,4.0
2021,8.0,Purdue,Wisconsin,41.0,,,4.0
2021,8.0,SMU,Tulane,70.5,,,4.0
2021,8.0,South Florida,Temple,55.0,,,4.0
2021,8.0,TCU,West Virginia,58.0,,,4.0
2021,8.0,Texas A&M,South Carolina,46.0,,,4.0
2021,8.0,Texas Tech,Kansas State,60.5,,,4.0
2021,8.0,Toledo,Western Michigan,54.5,,,4.0
2021,8.0,UAB,Rice,44.5,,,4.0
2021,8.0,UCF,Memphis,63.25,,,4.0
2021,8.0,UCLA,Oregon,61.5,,,4.0
2021,8.0,UConn,Middle Tennessee,54.0,,,4.0
2021,8.0,UL Monroe,South Alabama,51.0,,,4.0
2021,8.0,UNLV,San José State,44.0,,,4.0
2021,8.0,Utah State,Colorado State,58.5,,,4.0
2021,8.0,Vanderbilt,Mississippi State,53.0,,,4.0
2021,8.0,Virginia,Georgia Tech,65.5,,,4.0
2021,8.0,Virginia Tech,Syracuse,45.5,,,4.0
2021,8.0,Washington State,BYU,56.5,,,4.0
2021,8.0,Wyoming,New Mexico,40.5,,,4.0
2021,9.0,App State,UL Monroe,57.5,,,4.0
2021,9.0,Arizona State,Washington State,54.5,,,4.0
2021,9.0,Auburn,Ole Miss,67.5,,,4.0
2021,9.0,BYU,Virginia,66.5,,,4.0
2021,9.0,Baylor,Texas,61.5,,,4.0
2021,9.0,Buffalo,Bowling Green,51.5,,,4.0
2021,9.0,California,Oregon State,56.5,,,4.0
2021,9.0,Clemson,Florida State,47.5,,,4.0
2021,9.0,Coastal Carolina,Troy,50.0,,,4.0
2021,9.0,Colorado State,Boise State,51.5,,,4.0
2021,9.0,East Carolina,South Florida,55.5,,,4.0
2021,9.0,Florida,Georgia,50.5,,,4.0
2021,9.0,Florida Atlantic,UTEP,49.0,,,4.0
2021,9.0,Georgia Southern,Georgia State,55.0,,,4.0
2021,9.0,Georgia Tech,Virginia Tech,55.25,,,4.0
2021,9.0,Houston,SMU,61.5,,,4.0
2021,9.0,Illinois,Rutgers,41.5,,,4.0
2021,9.0,Kansas State,TCU,58.5,,,4.0
2021,9.0,Liberty,Massachusetts,56.0,,,4.0
2021,9.0,Louisiana,Texas State,58.0,,,4.0
2021,9.0,Marshall,Florida International,64.0,,,4.0
2021,9.0,Maryland,Indiana,48.0,,,4.0
2021,9.0,Michigan State,Michigan,50.5,,,4.0
2021,9.0,Middle Tennessee,Southern Miss,47.25,,,4.0
2021,9.0,Mississippi State,Kentucky,47.0,,,4.0
2021,9.0,NC State,Louisville,57.0,,,4.0
2021,9.0,Nebraska,Purdue,54.0,,,4.0
2021,9.0,Nevada,UNLV,58.25,,,4.0
2021,9.0,Northwestern,Minnesota,43.5,,,4.0
2021,9.0,Notre Dame,North Carolina,62.5,,,4.0
2021,9.0,Ohio State,Penn State,60.5,,,4.0
2021,9.0,Oklahoma,Texas Tech,67.0,,,4.0
2021,9.0,Oklahoma State,Kansas,54.5,,,4.0
2021,9.0,Old Dominion,Louisiana Tech,52.25,,,4.0
2021,9.0,Oregon,Colorado,49.5,,,4.0
2021,9.0,Pittsburgh,Miami,61.0,,,4.0
