season,week,home_team,away_team,total_line,over_odds,under_odds,n_books
2006,6.0,Air Force,Navy,50.5,-110.0,-110.0,5.0
2006,6.0,Alabama,Duke,39.0,-110.0,-110.0,3.0
2006,6.0,Auburn,Arkansas,43.5,-111.5,-107.5,4.0
2006,6.0,Boise State,Louisiana Tech,56.75,-113.0,-2.0,2.0
2006,6.0,Buffalo,Ball State,49.0,-110.0,-110.0,4.0
2006,6.0,California,Oregon,60.75,-110.0,-107.5,4.0
2006,6.0,Cincinnati,Akron,43.5,-110.0,-110.0,3.0
2006,6.0,Colorado,Baylor,37.5,-110.0,-110.0,3.0
2006,6.0,Colorado State,UNLV,43.0,-110.0,-110.0,3.0
2006,6.0,East Carolina,Virginia,43.5,-110.0,-110.0,5.0
2006,6.0,Georgia,Tennessee,37.25,-107.5,-110.0,4.0
2006,6.0,Georgia Tech,Maryland,43.5,-110.0,-110.0,5.0
2006,6.0,Idaho,New Mexico State,60.25,-110.0,-110.0,4.0
2006,6.0,Illinois,Indiana,46.0,-110.0,-110.0,3.0
2006,6.0,Iowa,Purdue,53.0,-110.0,-108.5,4.0
2006,6.0,Iowa State,Nebraska,54.5,-110.0,-110.0,5.0
2006,6.0,Kansas,Texas A&M,51.75,-110.0,-110.0,4.0
2006,6.0,Kansas State,Oklahoma State,43.75,-110.0,-110.0,4.0
2006,6.0,Kentucky,South Carolina,52.0,-110.0,-110.0,5.0
2006,6.0,Michigan,Michigan State,53.0,-110.0,-110.0,5.0
2006,6.0,Minnesota,Penn State,48.5,-107.5,-110.0,4.0
2006,6.0,Mississippi State,West Virginia,47.0,-110.0,-110.0,3.0
2006,6.0,New Mexico,Wyoming,41.0,-110.0,-110.0,3.0
2006,6.0,North Texas,Florida International,40.5,-110.0,-110.0,4.0
2006,6.0,Notre Dame,Stanford,55.0,-110.0,-110.0,4.0
2006,6.0,Ohio,Western Michigan,41.0,-110.0,-110.0,4.0
2006,6.0,Ohio State,Bowling Green,51.0,-110.0,-110.0,3.0
2006,6.0,Oklahoma,Texas,48.0,-110.0,-110.0,5.0
2006,6.0,Oregon State,Washington State,52.0,-110.0,-110.0,3.0
2006,6.0,Syracuse,Pittsburgh,43.5,-110.0,-110.0,4.0
2006,6.0,Texas Tech,Missouri,52.5,-110.0,-110.0,5.0
2006,6.0,Toledo,Central Michigan,50.0,-110.0,-110.0,5.0
2006,6.0,Tulane,Rice,55.25,-110.0,-110.0,4.0
2006,6.0,UCLA,Arizona,41.0,-110.0,-110.0,5.0
2006,6.0,Utah State,Fresno State,45.5,-110.0,-110.0,3.0
2006,6.0,Wake Forest,Clemson,44.5,-110.0,-110.0,5.0
2006,6.0,Wisconsin,Northwestern,42.25,-110.0,-110.0,4.0
2006,7.0,Air Force,Colorado State,45.75,-107.5,-107.5,4.0
2006,7.0,Auburn,Florida,40.0,-110.0,-110.0,5.0
2006,7.0,Boston College,Virginia Tech,42.0,-110.0,-107.5,4.0
2006,7.0,Bowling Green,Eastern Michigan,48.25,-110.0,-110.0,4.0
2006,7.0,Central Michigan,Ball State,57.0,-110.0,-110.0,4.0
2006,7.0,Colorado,Texas Tech,47.5,-110.0,-110.0,4.0
2006,7.0,Connecticut,Army,42.25,-110.0,-110.0,4.0
2006,7.0,Duke,Florida State,42.75,-110.0,-110.0,4.0
2006,7.0,Georgia,Vanderbilt,39.5,-110.0,-110.0,4.0
2006,7.0,Illinois,Ohio,42.5,-110.0,-110.0,4.0
2006,7.0,Indiana,Iowa,50.0,-110.0,-110.0,5.0
2006,7.0,Kansas,Oklahoma State,52.0,-110.0,-110.0,4.0
2006,7.0,Kansas State,Nebraska,44.5,-110.0,-110.0,4.0
2006,7.0,Louisiana Tech,Idaho,55.75,-110.0,-110.0,4.0
2006,7.0,Louisville,Cincinnati,54.0,-107.5,-112.5,4.0
2006,7.0,Memphis,Arkansas State,45.25,-110.0,-110.0,4.0
2006,7.0,Michigan State,Ohio State,51.0,-110.0,-110.0,5.0
2006,7.0,Navy,Rutgers,46.0,-110.0,-110.0,5.0
2006,7.0,New Mexico State,Boise State,62.5,-110.0,-110.0,5.0
2006,7.0,Northwestern,Purdue,51.0,-110.0,-110.0,4.0
2006,7.0,Oklahoma,Iowa State,51.0,-110.0,-110.0,5.0
2006,7.0,Oregon,UCLA,52.5,-110.0,-110.0,5.0
2006,7.0,Penn State,Michigan,40.0,-110.0,-110.0,5.0
2006,7.0,Stanford,Arizona,40.25,-110.0,-110.0,4.0
2006,7.0,Texas,Baylor,49.0,-110.0,-110.0,5.0
2006,7.0,Texas A&M,Missouri,50.5,-110.0,-110.0,5.0
2006,7.0,UNLV,New Mexico,39.0,-110.0,-110.0,5.0
2006,7.0,Virginia,Maryland,38.0,-110.0,-110.0,4.0
2006,7.0,Washington,Oregon State,47.0,-110.0,-110.0,4.0
2006,7.0,Washington State,California,54.5,-110.0,-110.0,4.0
2006,7.0,West Virginia,Syracuse,50.5,-110.0,-110.0,4.0
2006,7.0,Western Michigan,Northern Illinois,50.5,-110.0,-110.0,3.0
2006,7.0,Wisconsin,Minnesota,51.5,-110.0,-110.0,5.0
2006,7.0,Wyoming,Utah,40.0,-110.0,-110.0,4.0
2006,8.0,Arizona,Oregon State,38.5,-110.0,-110.0,3.0
2006,8.0,Arizona State,Stanford,49.25,-110.0,-110.0,4.0
2006,8.0,Arkansas State,North Texas,39.5,-110.0,-110.0,3.0
2006,8.0,Auburn,Tulane,50.0,-110.0,-110.0,3.0
2006,8.0,Ball State,Western Michigan,51.0,-110.0,-110.0,4.0
2006,8.0,Baylor,Kansas,49.5,-110.0,-110.0,4.0
2006,8.0,California,Washington,52.5,-110.0,-109.0,6.0
2006,8.0,Central Michigan,Bowling Green,50.5,-110.0,-110.0,5.0
2006,8.0,Clemson,Georgia Tech,46.5,-110.0,-110.0,6.0
2006,8.0,Connecticut,West Virginia,49.0,-110.0,-110.0,6.0
2006,8.0,Eastern Michigan,Toledo,47.25,-110.0,-110.0,4.0
2006,8.0,Florida State,Boston College,43.0,-110.0,-110.0,6.0
2006,8.0,Georgia,Mississippi State,39.0,-110.0,-110.0,4.0
2006,8.0,Idaho,Boise State,55.5,-110.0,-110.0,3.0
2006,8.0,Iowa State,Texas Tech,50.0,-110.0,-110.0,4.0
2006,8.0,Louisiana Tech,Utah State,46.75,-110.0,-110.0,4.0
2006,8.0,Michigan,Iowa,44.5,-110.0,-110.0,6.0
2006,8.0,Missouri,Kansas State,44.25,-111.0,-4.0,2.0
2006,8.0,Nebraska,Texas,47.0,-110.0,-110.0,6.0
2006,8.0,New Mexico,Utah,41.0,-110.0,-110.0,5.0
2006,8.0,Northern Illinois,Temple,55.25,-110.0,-110.0,4.0
2006,8.0,Northwestern,Michigan State,47.25,-106.0,-109.0,2.0
2006,8.0,Notre Dame,UCLA,49.5,-110.0,-110.0,6.0
2006,8.0,Ohio,Buffalo,43.0,-110.0,-110.0,4.0
2006,8.0,Ohio State,Indiana,52.5,-109.5,-110.0,6.0
2006,8.0,Oklahoma,Colorado,39.5,-108.0,-110.0,5.0
2006,8.0,Oklahoma State,Texas A&M,56.0,-110.0,-110.0,4.0
2006,8.0,Penn State,Illinois,44.5,-110.0,-110.0,6.0
2006,8.0,Pittsburgh,Rutgers,44.5,-110.0,-110.0,5.0
2006,8.0,Purdue,Wisconsin,55.0,-107.5,-110.0,6.0
2006,8.0,San Diego State,Air Force,46.0,-110.0,-110.0,3.0
2006,8.0,Syracuse,Louisville,54.0,-110.0,-110.0,4.0
2006,8.0,Tennessee,Alabama,45.25,-110.0,-110.0,6.0
2006,8.0,Vanderbilt,South Carolina,43.0,-110.0,-110.0,4.0
2006,8.0,Virginia,North Carolina,41.5,-110.0,-110.0,5.0
2006,8.0,Washington State,Oregon,51.5,-110.0,-110.0,4.0
2006,8.0,Wyoming,Colorado State,38.75,-110.0,-110.0,6.0
2006,9.0,Alabama,Florida International,44.0,-110.0,-110.0,4.0
2006,9.0,Baylor,Texas A&M,54.75,-110.0,-110.0,4.0
2006,9.0,Boston College,Buffalo,41.5,-110.0,-110.0,4.0
2006,9.0,Cincinnati,Syracuse,38.0,-110.0,-110.0,4.0
2006,9.0,Colorado State,New Mexico,43.5,-110.0,-110.0,4.0
2006,9.0,Duke,Vanderbilt,41.75,-110.0,-110.0,4.0
2006,9.0,Florida Atlantic,Arkansas State,41.0,-110.0,-110.0,4.0
2006,9.0,Indiana,Michigan State,57.0,-110.0,-110.0,4.0
2006,9.0,Iowa,Northern Illinois,47.5,-110.0,-110.0,6.0
2006,9.0,Kansas,Colorado,43.0,-110.0,-110.0,4.0
2006,9.0,Kansas State,Iowa State,45.75,-110.0,-110.0,4.0
2006,9.0,Marshall,Memphis,49.0,-110.0,-110.0,4.0
2006,9.0,Maryland,Florida State,42.75,-110.0,-110.0,4.0
2006,9.0,Michigan,Northwestern,43.0,-110.0,-110.0,6.0
2006,9.0,Mississippi State,Kentucky,48.25,-110.0,-110.0,4.0
2006,9.0,Missouri,Oklahoma,44.75,-110.0,-107.5,6.0
2006,9.0,Navy,Notre Dame,46.5,-110.0,-110.0,6.0
2006,9.0,Nevada,New Mexico State,61.5,-110.0,-110.0,4.0
2006,9.0,North Carolina,Wake Forest,41.5,-110.0,-110.0,6.0
2006,9.0,Ohio State,Minnesota,47.0,-110.0,-110.0,6.0
2006,9.0,Oklahoma State,Nebraska,55.0,-110.0,-110.0,6.0
2006,9.0,Purdue,Penn State,46.0,-110.0,-110.0,6.0
2006,9.0,Rutgers,Connecticut,39.0,-107.5,-110.0,6.0
2006,9.0,South Carolina,Tennessee,43.5,-110.0,-108.5,6.0
2006,9.0,Temple,Bowling Green,47.5,-110.0,-110.0,4.0
2006,9.0,Texas Tech,Texas,55.5,-110.0,-110.0,6.0
2006,9.0,Toledo,Akron,45.5,-110.0,-110.0,4.0
2006,9.0,Troy,North Texas,42.0,-110.0,-110.0,4.0
2006,9.0,Tulane,Army,50.5,-110.0,-110.0,3.0
2006,9.0,UCLA,Washington State,44.5,-110.0,-110.0,6.0
2006,9.0,Utah,UNLV,46.5,-110.0,-110.0,4.0
2006,9.0,Virginia Tech,Clemson,43.0,-107.5,-110.0,6.0
2006,9.0,Washington,Arizona State,49.75,-110.0,-110.0,4.0
2006,9.0,Western Michigan,Eastern Michigan,42.5,-110.0,-110.0,4.0
2006,9.0,Wisconsin,Illinois,45.0,-110.0,-107.5,6.0
2006,10.0,Akron,Bowling Green,45.0,-105.5,-109.5,2.0
2006,10.0,Alabama,Mississippi State,39.0,-110.5,-4.5,2.0
2006,10.0,Army,Air Force,47.75,-110.0,-109.0,6.0
2006,10.0,Auburn,Arkansas State,43.5,-110.0,-110.0,4.0
2006,10.0,Boise State,Fresno State,56.5,-110.0,-109.5,6.0
2006,10.0,California,UCLA,51.5,-105.0,-110.0,5.0
2006,10.0,Clemson,Maryland,48.25,-110.0,-110.0,6.0
2006,10.0,Colorado,Kansas State,37.5,-110.0,-110.0,5.0
2006,10.0,Duke,Navy,47.0,-110.0,-110.0,3.0
2006,10.0,Eastern Michigan,Ohio,38.5,-110.0,-110.0,4.0
2006,10.0,Florida State,Virginia,42.0,-110.0,-110.0,4.0
2006,10.0,Idaho,Nevada,54.0,-110.0,-110.0,4.0
2006,10.0,Illinois,Ohio State,48.0,-110.0,-110.0,5.0
2006,10.0,Iowa,Northwestern,46.5,-110.0,-110.0,4.0
2006,10.0,Iowa State,Kansas,52.0,-110.0,-110.0,4.0
2006,10.0,Kentucky,Georgia,49.0,-108.5,-106.5,2.0
2006,10.0,Louisville,West Virginia,57.5,-110.0,-106.5,6.0
2006,10.0,Marshall,Tulane,58.0,-110.0,-110.0,5.0
2006,10.0,Michigan,Ball State,49.75,-110.0,-110.0,6.0
2006,10.0,Michigan State,Purdue,58.5,-109.0,-110.5,6.0
2006,10.0,Minnesota,Indiana,58.25,-110.0,-110.0,4.0
2006,10.0,Nebraska,Missouri,52.25,-110.0,-110.0,6.0
2006,10.0,North Texas,Louisiana Tech,46.0,-110.0,-110.0,4.0
2006,10.0,Notre Dame,North Carolina,53.5,-110.0,-110.0,6.0
2006,10.0,Oregon,Washington,50.0,-110.0,-107.5,6.0
2006,10.0,Oregon State,Arizona State,48.0,-110.0,-110.0,4.0
2006,10.0,South Carolina,Arkansas,45.75,-107.5,-110.0,6.0
2006,10.0,Temple,Central Michigan,51.0,-110.0,-110.0,4.0
2006,10.0,Texas,Oklahoma State,62.25,-110.0,-110.0,6.0
2006,10.0,Texas A&M,Oklahoma,46.5,-110.0,-109.0,6.0
2006,10.0,Texas Tech,Baylor,57.0,-110.0,-110.0,5.0
2006,10.0,Vanderbilt,Florida,42.5,-110.0,-110.0,3.0
2006,10.0,Wake Forest,Boston College,41.5,-109.0,-110.0,6.0
2006,10.0,Washington State,Arizona,40.0,-110.0,-110.0,4.0
2006,10.0,Wisconsin,Penn State,37.0,-110.0,-107.5,6.0
2006,10.0,Wyoming,San Diego State,39.5,-110.0,-5.0,4.0
2006,11.0,Air Force,Notre Dame,53.75,-110.0,-110.0,6.0
2006,11.0,Akron,Buffalo,49.0,-110.0,-110.0,6.0
2006,11.0,Arizona,California,44.5,-110.0,-110.0,6.0
2006,11.0,Arizona State,Washington State,49.0,-110.0,-110.0,4.0
2006,11.0,Arkansas,Tennessee,48.0,-110.0,-110.0,6.0
2006,11.0,Auburn,Georgia,40.0,-110.0,-110.0,4.0
2006,11.0,Boston College,Duke,47.0,-110.0,-110.0,6.0
2006,11.0,Central Michigan,Western Michigan,46.5,-110.0,-110.0,5.0
2006,11.0,Colorado,Iowa State,42.0,-107.5,-107.5,2.0
2006,11.0,Connecticut,Pittsburgh,41.0,-110.0,-110.0,4.0
2006,11.0,East Carolina,Marshall,50.75,-110.0,-110.0,4.0
2006,11.0,Eastern Michigan,Navy,45.5,-110.0,-110.0,4.0
2006,11.0,Florida,South Carolina,44.0,-110.0,-110.0,6.0
2006,11.0,Florida Atlantic,Troy,40.5,-110.0,-110.0,4.0
2006,11.0,Florida State,Wake Forest,44.75,-110.0,-110.0,6.0
2006,11.0,Fresno State,New Mexico State,58.5,-110.0,-110.0,4.0
2006,11.0,Illinois,Purdue,47.0,-110.0,-110.0,4.0
2006,11.0,Indiana,Michigan,49.25,-110.0,-110.0,6.0
2006,11.0,Iowa,Wisconsin,38.5,-110.0,-110.0,5.0
2006,11.0,Kansas State,Texas,51.0,-110.0,-110.0,6.0
2006,11.0,Kentucky,Vanderbilt,54.75,-110.0,-110.0,4.0
2006,11.0,Michigan State,Minnesota,56.5,-110.0,-110.0,6.0
2006,11.0,Nevada,Utah State,50.0,-110.0,-110.0,4.0
2006,11.0,North Carolina,Georgia Tech,46.75,-110.0,-110.0,4.0
2006,11.0,Northern Illinois,Toledo,52.75,-110.0,-107.5,6.0
2006,11.0,Northwestern,Ohio State,41.75,-110.0,-110.0,6.0
2006,11.0,Oklahoma,Texas Tech,52.5,-110.0,-110.0,5.0
2006,11.0,Oklahoma State,Baylor,59.5,-110.0,-110.0,6.0
2006,11.0,Penn State,Temple,46.5,-110.0,-110.0,4.0
2006,11.0,Rutgers,Louisville,50.5,-110.0,-110.0,6.0
2006,11.0,San Diego State,UNLV,43.0,-110.0,-110.0,4.0
2006,11.0,Texas A&M,Nebraska,52.5,-110.0,-110.0,5.0
2006,11.0,UCLA,Oregon State,47.5,-107.5,-107.5,2.0
2006,11.0,Utah,Colorado State,43.0,-105.5,-1.5,2.0
2006,11.0,Washington,Stanford,41.25,-110.0,-110.0,4.0
2006,11.0,West Virginia,Cincinnati,46.5,-110.0,-110.0,4.0
2006,12.0,Air Force,Utah,50.0,-110.0,-110.0,3.0
2006,12.0,Alabama,Auburn,40.0,-105.5,-101.5,2.0
2006,12.0,Arizona State,UCLA,52.0,-110.0,-105.0,5.0
2006,12.0,Baylor,Oklahoma,52.0,-110.0,-110.0,5.0
2006,12.0,Boise State,Utah State,54.5,-110.0,-110.0,3.0
2006,12.0,Boston College,Maryland,42.5,-110.0,-110.0,5.0
2006,12.0,Cincinnati,Rutgers,37.75,-110.0,-107.5,6.0
2006,12.0,Florida State,Western Michigan,46.0,-110.0,-110.0,3.0
2006,12.0,Fresno State,Idaho,52.0,-110.0,-110.0,3.0
2006,12.0,Georgia Tech,Duke,43.0,-0.5,-114.5,2.0
2006,12.0,Iowa State,Missouri,52.5,-110.0,-110.0,3.0
2006,12.0,Kansas,Kansas State,50.5,-110.0,-105.0,5.0
2006,12.0,Louisiana Tech,Nevada,57.25,-110.0,-110.0,4.0
2006,12.0,Memphis,Houston,60.0,-110.0,-110.0,3.0
2006,12.0,Minnesota,Iowa,53.5,-110.0,-110.0,3.0
2006,12.0,Mississippi State,Arkansas,34.5,-113.0,-2.0,2.0
2006,12.0,Navy,Temple,56.0,-110.0,-110.0,6.0
2006,12.0,North Texas,Florida Atlantic,36.5,-110.0,-110.0,3.0
2006,12.0,Northern Illinois,Central Michigan,48.0,-107.5,-110.0,6.0
2006,12.0,Northwestern,Illinois,48.0,-110.0,-110.0,3.0
2006,12.0,Notre Dame,Army,52.75,-110.0,-110.0,6.0
2006,12.0,Ohio,Akron,40.0,-110.0,-110.0,6.0
2006,12.0,Ohio State,Michigan,40.5,-110.0,-110.0,6.0
2006,12.0,Oregon,Arizona,45.5,-110.0,-110.0,3.0
2006,12.0,Penn State,Michigan State,44.5,-110.0,-109.0,5.0
2006,12.0,Pittsburgh,West Virginia,52.5,-110.0,-110.0,6.0
2006,12.0,Purdue,Indiana,60.0,-110.0,-110.0,5.0
2006,12.0,Rice,East Carolina,57.0,-110.0,-110.0,3.0
2006,12.0,Stanford,Oregon State,41.5,-110.0,-110.0,3.0
2006,12.0,Syracuse,Connecticut,41.5,-110.0,-110.0,3.0
2006,12.0,Texas Tech,Oklahoma State,67.0,-110.0,-110.0,4.0
2006,12.0,Toledo,Ball State,55.75,-110.0,-110.0,6.0
2006,12.0,Troy,Arkansas State,41.0,-110.0,-110.0,3.0
2006,12.0,UNLV,Wyoming,42.25,-111.5,-3.5,2.0
2006,12.0,Vanderbilt,Tennessee,50.0,-110.0,-110.0,3.0
2006,12.0,Wake Forest,Virginia Tech,37.0,-110.0,-105.0,5.0
2006,12.0,Washington State,Washington,43.0,-108.0,-110.0,5.0
2006,12.0,Wisconsin,Buffalo,48.0,-110.0,-110.0,5.0
2006,13.0,Akron,Western Michigan,44.5,-101.0,-109.0,1.0
2006,13.0,Arizona,Arizona State,42.75,-110.0,-107.5,6.0
2006,13.0,Buffalo,Central Michigan,47.75,-109.5,-105.5,2.0
2006,13.0,Clemson,South Carolina,48.0,-107.5,-110.0,6.0
2006,13.0,Connecticut,Cincinnati,40.5,-110.0,-110.0,4.0
2006,13.0,Duke,North Carolina,44.5,-110.0,-110.0,4.0
2006,13.0,Eastern Michigan,Northern Illinois,42.5,-110.0,-110.0,4.0
2006,13.0,Florida State,Florida,43.5,-107.5,-110.0,6.0
2006,13.0,Georgia,Georgia Tech,42.0,-110.0,-110.0,6.0
2006,13.0,Louisiana Tech,Fresno State,51.5,-110.0,-110.0,6.0
2006,13.0,Maryland,Wake Forest,40.25,-107.5,-110.0,6.0
2006,13.0,Missouri,Kansas,51.25,-107.5,-110.0,6.0
2006,13.0,Nebraska,Colorado,46.25,-108.0,-110.0,6.0
2006,13.0,Nevada,Boise State,54.0,-110.0,-110.0,6.0
2006,13.0,New Mexico,San Diego State,44.5,-107.5,-107.5,2.0
2006,13.0,Oklahoma State,Oklahoma,52.25,-107.5,-110.0,6.0
2006,13.0,Oregon State,Oregon,50.0,-110.0,-110.0,6.0
2006,13.0,Pittsburgh,Louisville,58.5,-110.0,-110.0,6.0
2006,13.0,Rutgers,Syracuse,40.0,-105.0,-110.5,6.0
2006,13.0,Tennessee,Kentucky,59.25,-110.0,-110.0,4.0
2006,13.0,Texas,Texas A&M,54.75,-110.0,-110.0,6.0
2006,13.0,Toledo,Bowling Green,46.25,-109.5,-110.0,6.0
2006,13.0,UNLV,Air Force,46.0,-110.0,-110.0,4.0
2006,13.0,Utah State,New Mexico State,54.5,-110.0,-110.0,4.0
2006,13.0,Virginia Tech,Virginia,36.75,-110.0,-110.0,4.0
2006,14.0,California,Stanford,48.0,-107.5,-110.0,6.0
2006,14.0,Florida,Arkansas,45.0,-105.5,-109.5,6.0
2006,14.0,Florida International,Troy,41.0,-107.5,-110.0,4.0
2006,14.0,Georgia Tech,Wake Forest,40.5,-110.0,-110.0,6.0
2006,14.0,Louisville,Connecticut,55.5,-110.0,-110.0,6.0
2006,14.0,Navy,Army,50.0,-109.0,-109.0,6.0
2006,14.0,New Mexico State,Louisiana Tech,65.0,-110.0,-110.0,5.0
2006,14.0,Oklahoma,Nebraska,45.0,-110.0,-107.5,6.0
2006,14.0,San Diego State,Colorado State,42.0,-107.5,-107.5,2.0
2006,14.0,West Virginia,Rutgers,49.25,-105.0,-108.0,6.0
2007,1.0,Akron,Army,42.0,-110.0,-110.0,7.0
2007,1.0,Arkansas,Troy,46.0,-110.0,-110.0,5.0
2007,1.0,Auburn,Kansas State,45.5,-110.0,-110.0,7.0
2007,1.0,Boston College,Wake Forest,42.0,-110.0,-110.0,8.0
2007,1.0,California,Tennessee,55.5,-110.0,-110.0,8.0
2007,1.0,Clemson,Florida State,44.5,-110.0,-110.0,8.0
2007,1.0,Colorado,Colorado State,45.5,-110.0,-110.0,8.0
2007,1.0,Duke,Connecticut,51.5,-110.0,-110.0,7.0
2007,1.0,Georgia,Oklahoma State,56.75,-110.0,-110.0,8.0
2007,1.0,Illinois,Missouri,57.25,-110.0,-110.0,8.0
2007,1.0,Kansas,Central Michigan,51.5,-110.0,-110.0,7.0
2007,1.0,Minnesota,Bowling Green,53.0,-110.0,-110.0,7.0
2007,1.0,Nebraska,Nevada,50.0,-110.0,-110.0,8.0
2007,1.0,Northern Illinois,Iowa,45.0,-110.0,-110.0,8.0
2007,1.0,Notre Dame,Georgia Tech,44.25,-110.0,-110.0,8.0
2007,1.0,Oklahoma,North Texas,52.75,-110.0,-110.0,8.0
2007,1.0,Oregon,Houston,57.5,-110.0,-110.0,7.0
2007,1.0,Oregon State,Utah,52.0,-110.0,-110.0,8.0
2007,1.0,Penn State,Florida International,49.0,-110.0,-110.0,6.0
2007,1.0,Pittsburgh,Eastern Michigan,46.5,-110.0,-110.0,7.0
2007,1.0,Rutgers,Buffalo,49.5,-110.0,-110.0,8.0
2007,1.0,Stanford,UCLA,44.25,-110.0,-110.0,8.0
2007,1.0,Syracuse,Washington,43.5,-110.0,-110.0,8.0
2007,1.0,Temple,Navy,52.0,-110.0,-110.0,8.0
2007,1.0,Texas,Arkansas State,54.5,-110.0,-110.0,6.0
2007,1.0,Toledo,Purdue,54.75,-110.0,-110.0,8.0
2007,1.0,Utah State,UNLV,47.0,-110.0,-110.0,8.0
2007,1.0,Virginia Tech,East Carolina,41.25,-110.0,-110.0,8.0
2007,1.0,West Virginia,Western Michigan,59.0,-110.0,-110.0,7.0
2007,1.0,Wisconsin,Washington State,50.0,-110.0,-110.0,8.0
2007,1.0,Wyoming,Virginia,41.5,-111.5,-110.0,8.0
2007,2.0,Arizona State,Colorado,53.25,-110.0,-110.0,8.0
2007,2.0,Baylor,Rice,46.0,-110.0,-110.0,9.0
2007,2.0,Central Michigan,Toledo,53.0,-110.0,-110.0,8.0
2007,2.0,Cincinnati,Oregon State,44.0,-110.0,-110.0,9.0
2007,2.0,Colorado State,California,62.0,-110.0,-110.0,8.0
2007,2.0,East Carolina,North Carolina,42.0,-110.0,-110.0,7.0
2007,2.0,Eastern Michigan,Ball State,45.0,-110.0,-110.0,9.0
2007,2.0,Florida,Troy,53.25,-110.0,-110.0,6.0
2007,2.0,Florida International,Maryland,45.5,-110.0,-110.0,5.0
2007,2.0,Georgia,South Carolina,45.0,-110.0,-110.0,9.0
2007,2.0,Iowa,Syracuse,43.5,-110.0,-110.0,9.0
2007,2.0,Marshall,West Virginia,63.5,-110.0,-110.0,9.0
2007,2.0,Michigan,Oregon,64.5,-110.0,-110.0,8.0
2007,2.0,Michigan State,Bowling Green,57.0,-110.0,-110.0,7.0
2007,2.0,New Mexico,New Mexico State,53.5,-110.0,-110.0,9.0
2007,2.0,Northwestern,Nevada,52.5,-110.0,-110.0,9.0
2007,2.0,Ohio State,Akron,46.0,-110.0,-110.0,9.0
2007,2.0,Oklahoma State,Florida Atlantic,55.5,-110.0,-110.0,5.0
2007,2.0,Penn State,Notre Dame,43.75,-110.0,-109.5,6.0
2007,2.0,Rutgers,Navy,49.0,-110.0,-110.0,9.0
2007,2.0,Temple,Buffalo,47.5,-110.0,-110.0,9.0
2007,2.0,Texas A&M,Fresno State,51.5,-110.0,-110.0,9.0
2007,2.0,Tulane,Mississippi State,46.0,-110.0,-110.0,9.0
2007,2.0,UNLV,Wisconsin,50.0,-110.0,-110.0,8.0
2007,2.0,Utah,Air Force,47.0,-110.0,-110.0,7.0
2007,2.0,Vanderbilt,Alabama,49.0,-110.0,-110.0,9.0
2007,2.0,Virginia,Duke,43.0,-110.0,-110.0,8.0
2007,2.0,Wake Forest,Nebraska,50.75,-110.0,-110.0,8.0
2007,2.0,Washington,Boise State,59.0,-110.0,-110.0,9.0
2007,2.0,Washington State,San Diego State,52.0,-110.0,-110.0,8.0
2007,2.0,Western Michigan,Indiana,60.0,-110.0,-110.0,8.0
2007,2.0,Wyoming,Utah State,43.0,-110.0,-110.0,9.0
2007,3.0,Alabama,Arkansas,46.0,-110.0,-110.0,9.0
2007,3.0,Arizona,New Mexico,45.0,-110.0,-110.0,7.0
2007,3.0,Arizona State,San Diego State,58.0,-110.0,-110.0,9.0
2007,3.0,Auburn,Mississippi State,41.5,-110.0,-110.0,8.0
2007,3.0,Boise State,Wyoming,51.0,-110.0,-110.0,9.0
2007,3.0,California,Louisiana Tech,66.5,-110.0,-110.0,6.0
2007,3.0,Colorado,Florida State,47.0,-110.0,-110.0,9.0
2007,3.0,Connecticut,Temple,51.5,-110.0,-110.0,9.0
2007,3.0,Florida,Tennessee,55.5,-110.0,-110.0,9.0
2007,3.0,Florida Atlantic,Minnesota,52.0,-110.0,-110.0,6.0
2007,3.0,Georgia Tech,Boston College,47.5,-110.0,-110.0,9.0
2007,3.0,Indiana,Akron,48.5,-110.0,-110.0,7.0
2007,3.0,Iowa State,Iowa,44.0,-110.0,-110.0,9.0
2007,3.0,Kansas,Toledo,65.0,-110.0,-110.0,8.0
2007,3.0,Kentucky,Louisville,76.5,-110.0,-110.0,9.0
2007,3.0,Maryland,West Virginia,61.5,-110.0,-110.0,9.0
2007,3.0,Michigan,Notre Dame,45.0,-110.0,-110.0,9.0
2007,3.0,Michigan State,Pittsburgh,49.0,-110.0,-110.0,9.0
2007,3.0,Missouri,Western Michigan,68.0,-110.0,-110.0,8.0
2007,3.0,Navy,Ball State,57.0,-110.0,-110.0,9.0
2007,3.0,North Carolina,Virginia,42.5,-110.0,-110.0,9.0
2007,3.0,Northern Illinois,Eastern Michigan,44.5,-110.0,-110.0,9.0
2007,3.0,Northwestern,Duke,53.0,-110.0,-110.0,9.0
2007,3.0,Oklahoma,Utah State,64.0,-110.0,-110.0,6.0
2007,3.0,Oregon,Fresno State,63.0,-110.0,-110.0,9.0
2007,3.0,Penn State,Buffalo,50.0,-110.0,-110.0,9.0
2007,3.0,Purdue,Central Michigan,67.0,-110.0,-110.0,9.0
2007,3.0,Rice,Texas Tech,64.0,-110.0,-110.0,9.0
2007,3.0,Syracuse,Illinois,44.5,-110.0,-110.0,9.0
2007,3.0,Troy,Oklahoma State,61.5,-110.0,-110.0,9.0
2007,3.0,Tulane,Houston,62.5,-110.0,-110.0,9.0
2007,3.0,Utah,UCLA,44.0,-110.0,-110.0,8.0
2007,3.0,Virginia Tech,Ohio,44.0,-110.0,-110.0,9.0
