date,tourney_id,tourney_name,tour,surface,round,best_of,winner,loser,winner_rank,loser_rank,winner_sets,loser_sets,score,w_sv_pts,w_sv_won,l_sv_pts,l_sv_won
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Arthur Cazaux,Holger Rune,122,8,3,1,7-6(4) 6-4 4-6 6-3,118,86,137,90
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Tallon Griekspoor,Arthur Fils,31,34,3,1,3-6 6-1 7-5 6-4,110,77,115,71
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Ugo Humbert,Zhizhen Zhang,20,54,3,1,6-2 5-7 6-1 7-6(3),121,85,117,69
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Hubert Hurkacz,Jakub Mensik,9,142,3,2,6-7(9) 6-1 5-7 6-1 6-3,135,101,167,100
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Grigor Dimitrov,Thanasi Kokkinakis,13,80,3,1,6-3 6-2 4-6 6-4,113,81,149,88
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Nuno Borges,Alejandro Davidovich Fokina,69,24,3,0,7-6(7) 6-3 6-3,114,75,98,57
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Felix Auger-Aliassime,Hugo Grenier,30,178,3,1,6-1 3-6 6-1 6-2,101,64,116,54
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Daniil Medvedev,Emil Ruusuvuori,3,53,3,2,3-6 6-7(1) 6-4 7-6(1) 6-0,175,105,177,99
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Alexander Zverev,Lukas Klein,6,163,3,2,7-5 3-6 4-6 7-6(5) 7-6(7),179,123,201,134
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Alex Michelsen,Jiri Lehecka,91,23,3,1,4-6 6-3 6-4 6-4,116,82,116,76
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Cameron Norrie,Giulio Zeppieri,22,133,3,2,3-6 6-7(4) 6-2 6-4 6-4,145,101,160,103
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Casper Ruud,Max Purcell,11,45,3,2,6-3 6-7(5) 6-3 3-6 7-6(7),175,127,160,114
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Tommy Paul,Jack Draper,14,55,3,1,6-2 3-6 6-3 7-5,110,76,121,73
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Miomir Kecmanovic,Jan-Lennard Struff,60,25,3,2,6-4 1-6 7-6(5) 1-6 7-6(9),156,100,178,117
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Juncheng Shang,Sumit Nagal,140,137,3,1,2-6 6-3 7-5 6-4,128,87,110,74
2024-01-15,2024-580,Australian Open,atp,hard,R64,5,Carlos Alcaraz,Lorenzo Sonego,2,46,3,1,6-4 6-7(3) 6-3 7-6(3),130,98,142,93
2024-01-15,2024-580,Australian Open,atp,hard,SF,5,Jannik Sinner,Novak Djokovic,4,1,3,1,6-1 6-2 6-7(6) 6-3,110,82,116,70
2024-01-15,2024-580,Australian Open,atp,hard,SF,5,Daniil Medvedev,Alexander Zverev,3,6,3,2,5-7 3-6 7-6(4) 7-6(5) 6-3,156,107,170,116
2024-01-15,mcp-202401-australian_open,Australian Open,wta,hard,R128,3,Linda Noskova,Marie Bouzkova,9999,9999,0,0,,,,,
2024-01-15,mcp-202401-australian_open,Australian Open,wta,hard,R128,3,Arantxa Rus,Anhelina Kalinina,9999,9999,0,0,,,,,
2024-01-16,mcp-202401-australian_open,Australian Open,wta,hard,R128,3,Iga Swiatek,Sofia Kenin,9999,9999,0,0,,,,,
2024-01-16,mcp-202401-australian_open,Australian Open,wta,hard,R128,3,Emma Raducanu,Shelby Rogers,9999,9999,0,0,,,,,
2024-01-16,mcp-202401-australian_open,Australian Open,wta,hard,R64,3,Coco Gauff,Caroline Dolehide,9999,9999,0,0,,,,,
2024-01-17,mcp-202401-australian_open,Australian Open,wta,hard,R64,3,Ons Jabeur,Mirra Andreeva,9999,9999,0,0,,,,,
2024-01-17,mcp-202401-australian_open,Australian Open,wta,hard,R64,3,Marta Kostyuk,Elise Mertens,9999,9999,0,0,,,,,
2024-01-17,mcp-202401-australian_open,Australian Open,wta,hard,R64,3,Beatriz Haddad Maia,Alina Korneeva,9999,9999,0,0,,,,,
2024-01-18,mcp-202401-australian_open,Australian Open,wta,hard,R64,3,Katie Boulter,Qinwen Zheng,9999,9999,0,0,,,,,
2024-01-18,mcp-202401-australian_open,Australian Open,wta,hard,R64,3,Elena Rybakina,Anna Blinkova,9999,9999,0,0,,,,,
2024-01-18,mcp-202401-australian_open,Australian Open,wta,hard,R64,3,Danielle Collins,Iga Swiatek,9999,9999,0,0,,,,,
2024-01-18,mcp-202401-australian_open,Australian Open,wta,hard,R64,3,Clara Burel,Jessica Pegula,9999,9999,0,0,,,,,
2024-01-19,mcp-202401-australian_open,Australian Open,wta,hard,R32,3,Yafan Wang,Qinwen Zheng,9999,9999,0,0,,,,,
2024-01-19,mcp-202401-australian_open,Australian Open,wta,hard,R32,3,Oceane Dodin,Clara Burel,9999,9999,0,0,,,,,
2024-01-19,mcp-202401-australian_open,Australian Open,wta,hard,R32,3,Jasmine Paolini,Anna Blinkova,9999,9999,0,0,,,,,
2024-01-19,mcp-202401-australian_open,Australian Open,wta,hard,R32,3,Diane Parry,Mirra Andreeva,9999,9999,0,0,,,,,
2024-01-20,mcp-202401-australian_open,Australian Open,wta,hard,R16,3,Marta Kostyuk,Maria Timofeeva,9999,9999,0,0,,,,,
2024-01-20,mcp-202401-australian_open,Australian Open,wta,hard,R16,3,Magdalena Frech,Coco Gauff,9999,9999,0,0,,,,,
2024-01-20,mcp-202401-australian_open,Australian Open,wta,hard,R32,3,Victoria Azarenka,Jelena Ostapenko,9999,9999,0,0,,,,,
2024-01-20,mcp-202401-australian_open,Australian Open,wta,hard,R32,3,Sloane Stephens,Anna Kalinskaya,9999,9999,0,0,,,,,
2024-01-20,mcp-202401-australian_open,Australian Open,wta,hard,R32,3,Iga Swiatek,Linda Noskova,9999,9999,0,0,,,,,
2024-01-21,mcp-202401-australian_open,Australian Open,wta,hard,R16,3,Dayana Yastremska,Victoria Azarenka,9999,9999,0,0,,,,,
2024-01-22,mcp-202401-australian_open,Australian Open,wta,hard,R16,3,Qinwen Zheng,Oceane Dodin,9999,9999,0,0,,,,,
2024-01-24,mcp-202401-australian_open,Australian Open,wta,hard,QF,3,Dayana Yastremska,Linda Noskova,9999,9999,0,0,,,,,
2024-01-24,mcp-202401-australian_open,Australian Open,wta,hard,QF,3,Anna Kalinskaya,Qinwen Zheng,9999,9999,0,0,,,,,
2024-01-25,mcp-202401-australian_open,Australian Open,wta,hard,SF,3,Dayana Yastremska,Qinwen Zheng,9999,9999,0,0,,,,,
2024-01-29,2024-375,Montpellier,atp,hard,F,3,Alexander Bublik,Borna Coric,27,37,2,1,5-7 6-2 6-3,90,59,84,49
2024-01-29,2024-375,Montpellier,atp,hard,QF,3,Alexander Bublik,Alexander Shevchenko,27,59,2,1,4-6 6-3 6-4,93,57,100,54
2024-01-29,2024-375,Montpellier,atp,hard,QF,3,Felix Auger-Aliassime,Harold Mayot,30,144,2,0,7-5 6-1,54,35,50,25
2024-01-29,2024-375,Montpellier,atp,hard,QF,3,Borna Coric,Flavio Cobolli,37,76,2,0,6-3 6-4,63,46,63,37
2024-01-29,2024-375,Montpellier,atp,hard,QF,3,Holger Rune,Michael Mmoh,7,133,2,0,7-6(6) 6-4,72,52,88,53
2024-01-29,2024-375,Montpellier,atp,hard,R16,3,Alexander Bublik,Denis Shapovalov,27,137,2,1,1-6 7-6(12) 6-3,100,69,107,69
2024-01-29,2024-375,Montpellier,atp,hard,R16,3,Alexander Shevchenko,Gregoire Barrere,59,104,2,1,7-6(3) 2-6 6-3,95,65,91,62
2024-01-29,2024-375,Montpellier,atp,hard,R16,3,Felix Auger-Aliassime,Arthur Cazaux,30,83,2,1,7-5 2-6 7-6(4),90,55,101,60
2024-01-29,2024-375,Montpellier,atp,hard,R16,3,Harold Mayot,Benoit Paire,144,112,2,0,6-1 6-4,63,42,46,26
2024-01-29,2024-375,Montpellier,atp,hard,R16,3,Flavio Cobolli,Constant Lestienne,76,106,2,0,6-4 6-1,42,29,67,33
2024-01-29,2024-375,Montpellier,atp,hard,R16,3,Borna Coric,Pedro Martinez,37,99,2,0,6-4 6-0,61,41,53,28
2024-01-29,2024-375,Montpellier,atp,hard,R16,3,Michael Mmoh,Alexandre Muller,133,71,2,0,6-4 6-4,59,39,52,28
2024-01-29,2024-375,Montpellier,atp,hard,R16,3,Holger Rune,Pablo Llamas Ruiz,7,156,2,0,7-5 6-2,59,40,69,39
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Denis Shapovalov,Hugo Gaston,137,88,2,0,6-1 6-3,46,35,59,29
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Gregoire Barrere,Ugo Blanchet,104,214,2,1,6-7(7) 6-4 6-2,92,66,98,61
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Alexander Shevchenko,Dalibor Svrcina,59,194,2,1,6-4 4-6 6-4,116,62,131,67
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Arthur Cazaux,Maximilian Marterer,83,92,2,0,6-1 6-3,57,40,45,23
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Harold Mayot,Lucas Pouille,144,315,2,0,6-4 7-5,106,59,68,36
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Benoit Paire,Andy Murray,112,49,2,1,2-6 7-6(5) 6-3,107,63,99,60
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Flavio Cobolli,Gael Monfils,76,70,2,1,6-7(8) 6-3 6-0,97,60,103,54
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Constant Lestienne,Bernabe Zapata Miralles,106,80,2,1,4-6 6-4 6-2,77,52,88,50
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Pedro Martinez,Jaume Munar,99,75,2,0,6-4 7-6(3),94,55,73,40
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Alexandre Muller,Antoine Escoffier,71,172,2,0,7-6(4) 6-3,68,40,73,38
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Michael Mmoh,Benjamin Bonzi,133,126,2,0,6-3 7-5,69,49,57,39
2024-01-29,2024-375,Montpellier,atp,hard,R32,3,Pablo Llamas Ruiz,Richard Gasquet,156,130,2,0,7-6(6) 7-5,78,54,72,48
2024-01-29,2024-375,Montpellier,atp,hard,SF,3,Alexander Bublik,Felix Auger-Aliassime,27,30,2,1,4-6 6-4 6-4,99,64,104,63
2024-01-29,2024-375,Montpellier,atp,hard,SF,3,Borna Coric,Holger Rune,37,7,2,0,6-3 4-1 RET,35,27,44,21
2024-01-29,mcp-202401-hua_hin,Hua Hin,wta,hard,R32,3,Xiyu Wang,Qiang Wang,9999,9999,0,0,,,,,
2024-01-30,mcp-202401-linz,Linz,wta,hard,R32,3,Angelique Kerber,Lucia Bronzetti,9999,9999,0,0,,,,,
2024-02-01,2024-M-DC-2024-QLS-M-UKR-USA-01,Davis Cup QLS R1: UKR vs USA,atp,hard,RR,3,Sebastian Korda,Oleksii Krutykh,33,342,2,1,6-3 6-7(3) 6-4,88,57,114,64
2024-02-01,2024-M-DC-2024-QLS-M-UKR-USA-01,Davis Cup QLS R1: UKR vs USA,atp,hard,RR,3,Christopher Eubanks,Viacheslav Bielinskyi,32,498,2,0,6-3 6-2,61,40,59,31
2024-02-01,2024-M-DC-2024-QLS-M-UKR-USA-01,Davis Cup QLS R1: UKR vs USA,atp,hard,RR,3,Taylor Fritz,Vladyslav Orlov,9,598,2,0,6-3 6-4 RET,60,42,55,31
2024-02-01,mcp-202402-linz,Linz,wta,hard,R16,3,Anastasia Potapova,Elisabetta Cocciaretto,9999,9999,0,0,,,,,
2024-02-02,2024-M-DC-2024-QLS-M-CAN-KOR-01,Davis Cup QLS R1: CAN vs KOR,atp,hard,RR,3,Gabriel Diallo,Soonwoo Kwon,132,700,2,0,6-4 6-4,65,41,76,40
2024-02-02,2024-M-DC-2024-QLS-M-CAN-KOR-01,Davis Cup QLS R1: CAN vs KOR,atp,hard,RR,3,Vasek Pospisil,Seongchan Hong,486,224,2,0,6-4 6-3,67,41,67,35
2024-02-02,2024-M-DC-2024-QLS-M-CAN-KOR-01,Davis Cup QLS R1: CAN vs KOR,atp,hard,RR,3,Gabriel Diallo,Seongchan Hong,132,224,2,1,7-5 4-6 6-1,83,59,106,60
2024-02-02,2024-M-DC-2024-QLS-M-FIN-POR-01,Davis Cup QLS R1: FIN vs POR,atp,hard,RR,3,Otto Virtanen,Nuno Borges,166,47,2,0,6-2 6-1,53,35,43,21
2024-02-02,2024-M-DC-2024-QLS-M-FIN-POR-01,Davis Cup QLS R1: FIN vs POR,atp,hard,RR,3,Emil Ruusuvuori,Joao Sousa,55,245,2,0,6-2 6-3,42,32,52,26
2024-02-02,2024-M-DC-2024-QLS-M-FIN-POR-01,Davis Cup QLS R1: FIN vs POR,atp,hard,RR,3,Henrique Rocha,Eero Vasa,243,1005,2,0,6-4 7-5,62,41,77,42
2024-02-02,2024-M-DC-2024-QLS-M-HUN-GER-01,Davis Cup QLS R1: HUN vs GER,atp,hard,RR,3,Dominik Koepfer,Fabian Marozsan,60,57,2,0,6-2 7-6(4),68,49,75,46
2024-02-02,2024-M-DC-2024-QLS-M-HUN-GER-01,Davis Cup QLS R1: HUN vs GER,atp,hard,RR,3,Marton Fucsovics,Jan-Lennard Struff,82,24,2,0,6-3 7-5,79,54,64,41
2024-02-02,2024-M-DC-2024-QLS-M-HUN-GER-01,Davis Cup QLS R1: HUN vs GER,atp,hard,RR,3,Jan-Lennard Struff,Mate Valkusz,24,213,2,0,6-3 6-2,50,36,48,24
2024-02-02,2024-M-DC-2024-QLS-M-HUN-GER-01,Davis Cup QLS R1: HUN vs GER,atp,hard,RR,3,Zsombor Piros,Kevin Krawietz,129,9999,2,0,7-6(2) 6-3,70,46,71,39
2024-02-02,2024-M-DC-2024-QLS-M-NED-SUI-01,Davis Cup QLS R1: NED vs SUI,atp,hard,RR,3,Tallon Griekspoor,Marc-Andrea Huesler,29,199,2,0,7-6(3) 7-6(3),76,56,77,52
2024-02-02,2024-M-DC-2024-QLS-M-NED-SUI-01,Davis Cup QLS R1: NED vs SUI,atp,hard,RR,3,Leandro Riedi,Botic van de Zandschulp,175,63,2,0,6-4 7-6(3),71,46,65,41
2024-02-02,2024-M-DC-2024-QLS-M-NED-SUI-01,Davis Cup QLS R1: NED vs SUI,atp,hard,RR,3,Tallon Griekspoor,Leandro Riedi,29,175,2,0,7-6(6) 7-6(3),70,60,79,59
2024-02-02,2024-M-DC-2024-QLS-M-NED-SUI-01,Davis Cup QLS R1: NED vs SUI,atp,hard,RR,3,Botic van de Zandschulp,Marc-Andrea Huesler,63,199,2,1,5-7 7-6(5) 6-3,92,65,103,66
2024-02-02,2024-M-DC-2024-QLS-M-SRB-SVK-01,Davis Cup QLS R1: SRB vs SVK,atp,clay,RR,3,Lukas Klein,Miomir Kecmanovic,142,41,2,0,7-6(2) 6-2,66,44,65,35
2024-02-02,2024-M-DC-2024-QLS-M-SRB-SVK-01,Davis Cup QLS R1: SRB vs SVK,atp,clay,RR,3,Alex Molcan,Dusan Lajovic,122,53,2,1,4-6 6-2 6-0,74,44,74,34
2024-02-02,2024-M-DC-2024-QLS-M-SRB-SVK-01,Davis Cup QLS R1: SRB vs SVK,atp,clay,RR,3,Lukas Pokorny,Laslo Djere,589,34,1,0,4-3 RET,25,15,17,10
2024-02-02,2024-M-DC-2024-QLS-M-SWE-BRA-01,Davis Cup QLS R1: SWE vs BRA,atp,hard,RR,3,Thiago Monteiro,Karl Friberg,119,364,2,0,6-3 7-6(5),78,54,65,40
2024-02-02,2024-M-DC-2024-QLS-M-SWE-BRA-01,Davis Cup QLS R1: SWE vs BRA,atp,hard,RR,3,Elias Ymer,Gustavo Heide,160,241,2,1,4-6 6-1 6-3,64,51,89,53
2024-02-02,2024-M-DC-2024-QLS-M-SWE-BRA-01,Davis Cup QLS R1: SWE vs BRA,atp,hard,RR,3,Thiago Monteiro,Elias Ymer,119,160,2,1,4-6 6-4 6-2,89,59,88,50
2024-02-02,2024-M-DC-2024-WG1-PO-COL-LUX-01,Davis Cup WG1 PO: COL vs LUX,atp,clay,RR,3,Chris Rodesch,Nicolas Mejia,648,411,2,0,7-6(3) 6-3,71,48,70,44
2024-02-02,2024-M-DC-2024-WG1-PO-COL-LUX-01,Davis Cup WG1 PO: COL vs LUX,atp,clay,RR,3,Alex Knaff,Adria Soriano Barrera,500,593,2,1,6-4 2-6 6-4,81,52,87,58
2024-02-02,2024-M-DC-2024-WG1-PO-COL-LUX-01,Davis Cup WG1 PO: COL vs LUX,atp,clay,RR,3,Nicolas Mejia,Alex Knaff,411,500,2,0,6-2 6-3,58,39,53,28
2024-02-02,2024-M-DC-2024-WG1-PO-COL-LUX-01,Davis Cup WG1 PO: COL vs LUX,atp,clay,RR,3,Adria Soriano Barrera,Chris Rodesch,593,648,2,0,6-3 7-6(5),77,49,79,47
2024-02-02,2024-M-DC-2024-WG1-PO-EGY-ECU-01,Davis Cup WG1 PO: EGY vs ECU,atp,clay,RR,3,Mohamed Safwat,Alvaro Guillen Meza,358,312,2,1,4-6 7-6(6) 7-6(6),135,76,116,68
2024-02-02,2024-M-DC-2024-WG1-PO-EGY-ECU-01,Davis Cup WG1 PO: EGY vs ECU,atp,clay,RR,3,Amr Elsayed Abdou Ah Mohamed,Emilio Gomez,9999,307,2,0,7-5 6-3,52,35,72,38
2024-02-02,2024-M-DC-2024-WG1-PO-EGY-ECU-01,Davis Cup WG1 PO: EGY vs ECU,atp,clay,RR,3,Andres Andrade,Michael Bassem Sobhy,669,1090,1,1,4-6 7-5 [7-10],81,49,71,43
2024-02-02,2024-M-DC-2024-WG1-PO-LBN-JPN-01,Davis Cup WG1 PO: LBN vs JPN,atp,clay,RR,3,Yoshihito Nishioka,Hady Habib,84,304,2,0,6-3 6-4,64,37,71,38
2024-02-02,2024-M-DC-2024-WG1-PO-LBN-JPN-01,Davis Cup WG1 PO: LBN vs JPN,atp,clay,RR,3,Benjamin Hassan,Yosuke Watanuki,152,113,2,0,6-2 7-6(3),70,50,62,38
2024-02-02,2024-M-DC-2024-WG1-PO-LBN-JPN-01,Davis Cup WG1 PO: LBN vs JPN,atp,clay,RR,3,Yoshihito Nishioka,Benjamin Hassan,84,152,2,1,1-6 7-6(2) 6-4,77,50,110,64
2024-02-02,2024-M-DC-2024-WG1-PO-NOR-LAT-01,Davis Cup WG1 PO: NOR vs LAT,atp,hard,RR,3,Viktor Durasovic,Robert Strombachs,413,346,2,0,7-5 6-2,61,44,60,38
2024-02-02,2024-M-DC-2024-WG1-PO-NOR-LAT-01,Davis Cup WG1 PO: NOR vs LAT,atp,hard,RR,3,Casper Ruud,Martins Rocens,12,1763,2,0,6-1 6-1,34,28,41,18
2024-02-02,2024-M-DC-2024-WG1-PO-NOR-LAT-01,Davis Cup WG1 PO: NOR vs LAT,atp,hard,RR,3,Nicolai Budkov Kjaer,Davis Rolis,9999,9999,2,0,6-3 6-4,59,43,47,26
2024-02-02,2024-M-DC-2024-WG1-PO-NZL-TUR-01,Davis Cup WG1 PO: NZL vs TUR,atp,hard,RR,3,Kiranpal Pannu,Cem Ilkel,716,284,2,0,6-3 6-2,54,37,65,33
2024-02-02,2024-M-DC-2024-WG1-PO-NZL-TUR-01,Davis Cup WG1 PO: NZL vs TUR,atp,hard,RR,3,Yanki Erel,Ajeet Rai,325,538,2,1,6-7(5) 6-2 6-4,82,57,94,53
2024-02-02,2024-M-DC-2024-WG1-PO-NZL-TUR-01,Davis Cup WG1 PO: NZL vs TUR,atp,hard,RR,3,Altug Celikbilek,Ajeet Rai,371,538,2,0,6-3 6-2,68,45,61,32
2024-02-02,2024-M-DC-2024-WG1-PO-UZB-POL-01,Davis Cup WG1 PO: UZB vs POL,atp,hard,RR,3,Hubert Hurkacz,Sergey Fomin,8,665,2,0,6-2 6-1,55,37,64,31
2024-02-02,2024-M-DC-2024-WG1-PO-UZB-POL-01,Davis Cup WG1 PO: UZB vs POL,atp,hard,RR,3,Maks Kasnikowski,Khumoyun Sultanov,271,330,2,0,6-3 6-1,67,42,53,25
2024-02-02,2024-M-DC-2024-WG1-PO-UZB-POL-01,Davis Cup WG1 PO: UZB vs POL,atp,hard,RR,3,Kamil Majchrzak,Maxim Shin,807,1469,2,0,6-1 6-1,44,31,33,12
2024-02-02,2024-M-DC-2024-WG2-PO-CHN-SLO-01,Davis Cup WG2 PO: CHN vs SLO,atp,hard,RR,3,Zhizhen Zhang,Matic Kriznik,50,1274,2,0,6-0 6-2,42,31,45,18
2024-02-02,2024-M-DC-2024-WG2-PO-CHN-SLO-01,Davis Cup WG2 PO: CHN vs SLO,atp,hard,RR,3,Yi Zhou,Sebastian Dominko,877,1107,2,1,7-5 6-7(3) 6-3,108,73,98,64
2024-02-02,2024-M-DC-2024-WG2-PO-CHN-SLO-01,Davis Cup WG2 PO: CHN vs SLO,atp,hard,RR,3,Sebastian Dominko,Zhizhen Zhang,1107,50,2,0,6-3 6-4,56,44,58,37
2024-02-02,2024-M-DC-2024-WG2-PO-CHN-SLO-01,Davis Cup WG2 PO: CHN vs SLO,atp,hard,RR,3,Yi Zhou,Matic Kriznik,877,1274,2,1,5-7 6-1 6-3,82,52,82,43
2024-02-02,2024-M-DC-2024-WG2-PO-ESA-POC-01,Davis Cup WG2 PO: ESA vs POC,atp,hard,RR,3,Diego Duran,Gillian Osmont,9999,9999,2,0,6-3 6-0,46,32,46,19
2024-02-02,2024-M-DC-2024-WG2-PO-ESA-POC-01,Davis Cup WG2 PO: ESA vs POC,atp,hard,RR,3,Marcelo Arevalo,Heve Kelley,9999,9999,2,0,6-0 6-2,33,28,35,13
2024-02-02,2024-M-DC-2024-WG2-PO-ESA-POC-01,Davis Cup WG2 PO: ESA vs POC,atp,hard,RR,3,Juan Carlos Fuentes Vasquez,Matavao Fanguna,9999,9999,2,0,6-0 6-3,40,29,58,27
2024-02-02,2024-M-DC-2024-WG2-PO-TUN-CRC-01,Davis Cup WG2 PO: TUN vs CRC,atp,hard,RR,3,Moez Echargui,Jesse Flores,279,900,2,0,6-2 6-3,56,41,49,26
2024-02-02,2024-M-DC-2024-WG2-PO-TUN-CRC-01,Davis Cup WG2 PO: TUN vs CRC,atp,hard,RR,3,Aziz Dougaz,Rodrigo Crespo Piedra,219,9999,2,1,6-3 5-7 6-4,89,59,88,51
2024-02-02,2024-M-DC-2024-WG2-PO-VIE-RSA-01,Davis Cup WG2 PO: VIE vs RSA,atp,hard,RR,3,Nam Hoang Ly,Philip Henning,554,748,2,0,6-3 6-4,86,53,56,31
2024-02-02,2024-M-DC-2024-WG2-PO-VIE-RSA-01,Davis Cup WG2 PO: VIE vs RSA,atp,hard,RR,3,Kris Van Wyk,Linh Giang Trinh,416,9999,2,1,4-6 6-3 4-0,76,42,71,32
2024-02-02,2024-M-DC-2024-WG2-PO-VIE-RSA-01,Davis Cup WG2 PO: VIE vs RSA,atp,hard,RR,3,Nam Hoang Ly,Kris Van Wyk,554,416,2,1,6-4 3-6 6-3,84,54,86,49
2024-02-02,2024-M-DC-2024-WG2-PO-VIE-RSA-01,Davis Cup WG2 PO: VIE vs RSA,atp,hard,RR,3,Philip Henning,Linh Giang Trinh,748,9999,2,0,6-2 6-2,47,32,71,33
2024-02-03,2024-M-DC-2024-QLS-M-ARG-KAZ-01,Davis Cup QLS R1: ARG vs KAZ,atp,clay,RR,3,Francisco Cerundolo,Dmitry Popko,22,338,2,0,7-5 6-2,66,39,61,26
2024-02-03,2024-M-DC-2024-QLS-M-ARG-KAZ-01,Davis Cup QLS R1: ARG vs KAZ,atp,clay,RR,3,Timofey Skatov,Tomas Martin Etcheverry,278,28,2,0,6-4 7-5,73,50,74,45
2024-02-03,2024-M-DC-2024-QLS-M-ARG-KAZ-01,Davis Cup QLS R1: ARG vs KAZ,atp,clay,RR,3,Timofey Skatov,Francisco Cerundolo,278,22,2,0,7-6(1) 6-4,64,44,89,50
2024-02-03,2024-M-DC-2024-QLS-M-ARG-KAZ-01,Davis Cup QLS R1: ARG vs KAZ,atp,clay,RR,3,Sebastian Baez,Dmitry Popko,25,338,2,1,6-4 3-6 7-6(6),105,65,110,68
2024-02-03,2024-M-DC-2024-QLS-M-CHI-PER-01,Davis Cup QLS R1: CHI vs PER,atp,hard,RR,3,Alejandro Tabilo,Juan Pablo Varillas,54,87,2,1,4-6 6-2 6-1,71,51,78,47
2024-02-03,2024-M-DC-2024-QLS-M-CHI-PER-01,Davis Cup QLS R1: CHI vs PER,atp,hard,RR,3,Ignacio Buse,Nicolas Jarry,438,20,2,1,6-2 2-6 6-3,76,47,82,49
2024-02-03,2024-M-DC-2024-QLS-M-CHI-PER-01,Davis Cup QLS R1: CHI vs PER,atp,hard,RR,3,Nicolas Jarry,Juan Pablo Varillas,20,87,2,0,6-2 6-4,40,36,84,46
2024-02-03,2024-M-DC-2024-QLS-M-CHI-PER-01,Davis Cup QLS R1: CHI vs PER,atp,hard,RR,3,Alejandro Tabilo,Ignacio Buse,54,438,2,1,2-6 6-3 6-2,75,51,75,46
2024-02-03,2024-M-DC-2024-QLS-M-CRO-BEL-01,Davis Cup QLS R1: CRO vs BEL,atp,hard,RR,3,Zizou Bergs,Marin Cilic,131,1044,2,1,6-4 4-6 6-4,87,63,99,63
2024-02-03,2024-M-DC-2024-QLS-M-CRO-BEL-01,Davis Cup QLS R1: CRO vs BEL,atp,hard,RR,3,Duje Ajdukovic,Joris De Loore,125,192,2,0,6-1 6-4,52,36,55,26
2024-02-03,2024-M-DC-2024-QLS-M-CRO-BEL-01,Davis Cup QLS R1: CRO vs BEL,atp,hard,RR,3,Zizou Bergs,Duje Ajdukovic,131,125,2,0,6-1 7-5,72,46,50,27
2024-02-03,2024-M-DC-2024-QLS-M-CZE-ISR-01,Davis Cup QLS R1: CZE vs ISR,atp,hard,RR,3,Jakub Mensik,Yshai Oliel,127,415,2,0,6-1 7-6(4),63,48,62,37
2024-02-03,2024-M-DC-2024-QLS-M-CZE-ISR-01,Davis Cup QLS R1: CZE vs ISR,atp,hard,RR,3,Jiri Lehecka,Daniel Cukierman,31,465,2,0,6-1 7-6(2),57,39,65,32
2024-02-03,2024-M-DC-2024-QLS-M-CZE-ISR-01,Davis Cup QLS R1: CZE vs ISR,atp,hard,RR,3,Vit Kopriva,Orel Kimhi,115,456,1,1,3-6 6-3 [11-9],57,40,67,42
2024-02-03,2024-M-DC-2024-QLS-M-TPE-FRA-01,Davis Cup QLS R1: TPE vs FRA,atp,hard,RR,3,Luca Van Assche,Yu Hsiou Hsu,68,230,2,0,6-4 6-4,56,36,57,31
2024-02-03,2024-M-DC-2024-QLS-M-TPE-FRA-01,Davis Cup QLS R1: TPE vs FRA,atp,hard,RR,3,Adrian Mannarino,Tung-Lin Wu,17,238,2,0,6-3 7-5,70,45,59,31
2024-02-03,2024-M-DC-2024-QLS-M-TPE-FRA-01,Davis Cup QLS R1: TPE vs FRA,atp,hard,RR,3,Quentin Halys,Chun-Hsin Tseng,100,305,2,0,6-3 7-6(3),62,47,65,41
2024-02-03,2024-M-DC-2024-WG1-PO-BUL-BIH-01,Davis Cup WG1 PO: BUL vs BIH,atp,hard,RR,3,Nerman Fatic,Dimitar Kuzmanov,204,225,2,1,3-6 6-3 6-4,77,51,95,55
2024-02-03,2024-M-DC-2024-WG1-PO-BUL-BIH-01,Davis Cup WG1 PO: BUL vs BIH,atp,hard,RR,3,Damir Dzumhur,Yanaki Milev,147,550,2,0,6-3 6-2,55,37,49,24
